frame,step,tau_nominal_MPa,n_segments,dxa_total_len_A,n_interface_segments,n_other_segments,x_plus,z_plus,len_plus,xmin_plus,xmax_plus,x_minus,z_minus,len_minus,xmin_minus,xmax_minus,xu_plus,xu_minus,s_A,s_dev_A
0,0,0.0,4,258.1268646650012,0,0,144.27886413772552,49.35296817875482,129.00346969624147,140.58761410154136,147.9701141739097,116.98664895090319,72.38803461518525,129.12339496875973,112.95618741187924,121.01711048992716,144.27886413772552,116.98664895090319,27.292215186822332,-8.038962916877061
1,2000,0.0,4,258.9825977598877,0,0,134.82079535837656,48.92293222091142,129.68720876954904,131.13681988715703,138.50477082959605,89.82506627487949,71.36866642567114,129.29538899033867,85.86749860523317,93.78263394452586,134.82079535837656,89.82506627487949,44.99572908349707,2.469487222235763
2,4000,0.0,4,261.1825123463522,0,0,136.43384416756246,48.73515748904722,130.3274672958857,132.2628024323839,140.60488590274102,82.91239896105645,71.21532341741216,130.8550450504665,77.83081910727898,87.99397881483394,136.43384416756246,82.91239896105645,53.521445206506,3.8001395876827786
3,6000,0.014575338308623289,4,260.07611187908867,0,0,141.55300037804952,49.219662878175065,130.1711661612064,137.57188949982694,145.53411125627215,83.74234329331898,71.58627422693121,129.90494571788224,79.04592701907872,88.43875956755923,141.55300037804952,83.74234329331898,57.810657084730536,0.8942877083454022
4,8000,0.3875091767428495,4,206.34989075319783,0,0,149.00219258325436,50.461350310579036,76.09482153752069,2.709561277118749,147.63611318433567,83.2109990874187,71.75614348277867,130.25506921567717,78.6206205484795,87.80137762635793,149.00219258325436,83.2109990874187,65.79119349583566,1.6797603618886114
5,10000,1.7394546306435006,3,141.0479805340181,0,0,,,,,,73.95255451806639,64.98992268830963,141.0479805340181,8.647436085892274,79.4784829735479,,73.95255451806639,,
6,12000,4.5565945099676535,2,130.3574562034151,0,0,,,,,,70.67574330709834,71.14766470241467,130.3574562034151,66.36440349906184,74.98708311513484,,70.67574330709834,,
7,14000,9.1020490554222,3,146.18943029271963,0,0,9.996746877880998,57.493434339668475,15.01310041968657,9.996746877880998,9.996746877880998,73.3575927236092,71.40297745914123,131.17632987303307,68.15701659571548,78.55816885150293,164.640996877881,73.3575927236092,91.2834041542718,5.586779747639014
8,16000,15.375818267007133,4,152.74355830625046,0,0,8.954409174912733,61.94197807429743,20.867872546611324,8.872738920537909,9.036079429287561,69.6512672052837,71.65416010936896,131.8756857596391,64.94439038357588,74.35814402699151,163.59865917491274,69.6512672052837,93.94739196962904,1.0557038054343337
9,18000,23.114781904015576,3,144.1514765824138,0,0,9.334454707973947,56.76830761396487,14.01045355223512,9.334454707973947,9.334454707973947,71.33914830256624,71.42601806367628,130.1410230301787,66.660475892498,76.01782071263449,163.97870470797395,71.33914830256624,92.6395564054077,-7.447195516348913
10,20000,31.83275715649044,2,129.88745862090377,0,0,,,,,,75.33339730975017,71.5541242327464,129.88745862090377,70.09695261238173,80.56984200711858,,75.33339730975017,,
11,22000,40.90909090909091,5,161.52531667306587,0,1,8.727555493447094,61.7839859831126,20.923933917147757,8.075001453269893,9.380109533624296,76.18630804850895,71.45127957639502,130.98339212969887,70.77539854470471,81.5972175523132,163.37180549344708,76.18630804850895,87.18549744493814,-27.291381991942302
12,24000,50.0,4,152.51284482059293,0,0,8.714385012862472,61.7055706509706,22.695932004504122,8.36600327754314,9.062766748181803,73.74712896230712,71.3990826348593,129.8169128160888,68.65167589211042,78.84258203250378,163.35863501286246,73.74712896230712,89.61150605055535,-32.060437143887
13,26000,59.090909090909086,2,129.60676367375066,0,0,,,,,,65.86570360092314,71.46781248963902,129.60676367375066,61.528148662097074,70.20325853974921,,65.86570360092314,,
14,28000,68.18181818181817,4,153.19651980412596,0,0,8.87945313460948,61.6506553325505,22.853932700655704,8.877717389349588,8.881188879869374,65.49700466606006,71.38326640104799,130.34258710347024,61.229936573915374,69.76407275820478,163.52370313460946,65.49700466606006,98.0266984685494,-38.0353722410168
15,30000,77.27272727272727,4,149.31432121554164,0,0,9.409107720625167,61.80658852942049,19.446193702382914,8.416476823559357,10.40173861769098,63.37104675821042,71.62740250319138,129.86812751315873,58.41700218910284,68.32509132731799,164.05335772062514,63.37104675821042,100.68231096241473,-42.57482350471338
16,32000,86.36363636363636,3,145.94175810648773,0,0,9.066879335502241,65.13902156152837,15.42882035145871,9.066879335502241,9.066879335502241,59.86026986303997,71.5076699071424,130.51293775502901,54.95550416862002,64.76503555745992,163.71112933550222,59.86026986303997,103.85085947246225,-46.601338752227775
17,34000,95.45454545454545,3,137.26321630352464,0,0,9.753205549740793,65.2194556431057,7.690815824897818,9.753205549740793,9.753205549740793,57.99552094922656,71.34070237687672,129.57240047862683,53.90595012671759,62.08509177173553,164.39745554974078,57.99552094922656,106.40193460051422,-51.24532738173771
18,36000,104.54545454545455,4,161.8491408579144,0,0,9.557396283521697,61.74376163482354,30.761425796989403,9.018208690461318,10.096583876582073,47.68676343820439,71.72409284338634,131.08771506092498,42.56105626499694,52.81247061141183,164.20164628352168,47.68676343820439,116.51488284531729,-48.327442894496556
19,38000,113.63636363636363,3,137.27488630151612,0,0,8.772669979093354,66.4104620869277,5.668108485693038,8.772669979093354,8.772669979093354,37.668582709981074,72.00057337524956,131.60677781582308,32.372749657717264,42.96441576224489,163.41691997909334,37.668582709981074,125.74833726911226,-46.2890522282635
20,40000,122.72727272727272,3,142.70611588973583,0,0,9.037064999032003,66.30699773480823,13.109813996344403,9.037064999032003,9.037064999032003,32.19339123000514,71.76603855387391,129.59630189339143,27.75883074336878,36.6279517166415,163.681314999032,32.19339123000514,131.48792376902685,-47.74452948591082
21,42000,131.8181818181818,2,28.078295279240358,0,0,7.383810053312168,64.03935166075733,14.169399842818645,7.383810053312168,7.383810053312168,9.312141412087596,65.59908874774607,13.908895436421712,9.312141412087596,9.312141412087596,162.02806005331217,9.312141412087598,152.71591864122456,-33.71159837127502
22,44000,140.9090909090909,0,0.0,0,0,,,,,,,,,,,,,,
