window,r_bin_min_A,r_bin_max_A,r_bin_center_A,eps00194_atoms,eps0000_atoms,eps0000_sigma_xx_mean_mpa,eps00194_sigma_xx_mean_mpa,delta_sigma_xx_mean_mpa,eps0000_sigma_yy_mean_mpa,eps00194_sigma_yy_mean_mpa,delta_sigma_yy_mean_mpa,eps0000_sigma_zz_mean_mpa,eps00194_sigma_zz_mean_mpa,delta_sigma_zz_mean_mpa,eps0000_abs_sigma_zz_mean_mpa,eps00194_abs_sigma_zz_mean_mpa,delta_abs_sigma_zz_mean_mpa,eps0000_sigma_vm_mean_mpa,eps00194_sigma_vm_mean_mpa,delta_sigma_vm_mean_mpa,eps0000_sigma_vm_p95_mpa,eps00194_sigma_vm_p95_mpa,delta_sigma_vm_p95_mpa,eps0000_abs_sigma_zz_p95_mpa,eps00194_abs_sigma_zz_p95_mpa,delta_abs_sigma_zz_p95_mpa,eps0000_fraction_vm_gt_120mpa,eps00194_fraction_vm_gt_120mpa,delta_fraction_vm_gt_120mpa,eps0000_fraction_abs_sigma_zz_gt_120mpa,eps00194_fraction_abs_sigma_zz_gt_120mpa,delta_fraction_abs_sigma_zz_gt_120mpa,eps0000_pe_atom_mean_ev,eps00194_pe_atom_mean_ev,delta_pe_atom_mean_ev
initial,20.0,22.0,21.0,1380,1380,-1772.8319377708176,-1540.380314967996,232.4516228028217,-1303.6349319167093,-1066.7018081609133,236.93312375579603,-1086.145967843754,-656.3915798757993,429.7543879679548,1086.145967843754,656.3915798757993,-429.7543879679548,607.858906774697,766.212536987141,158.35363021244405,607.8589067746967,997.0733013979838,389.21439462328703,1086.1459678437543,1148.6345407445042,62.48857290074989,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.351705543478261,-0.0003055434782619493
initial,22.0,24.0,23.0,1380,1380,-1772.8319377708176,-1570.143230320788,202.6887074500296,-1303.6349319167093,-1097.1131174931102,206.52181442359915,-1086.145967843754,-711.5473157475197,374.59865209623433,1086.145967843754,711.5473157475197,-374.59865209623433,607.858906774697,744.8583351849244,136.99942841022744,607.8589067746967,965.14664591418,357.2877391394833,1086.1459678437543,1147.9701507452721,61.824182901517815,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.351680760869566,-0.000280760869566965
initial,24.0,26.0,25.0,1380,1380,-1772.8319377708176,-1597.5580488053579,175.27388896545972,-1303.6349319167093,-1125.0915701361878,178.54336178052154,-1086.145967843754,-762.2015768943266,323.94439094942743,1086.145967843754,762.2015768943266,-323.94439094942743,607.858906774697,725.5182589996126,117.65935222491566,607.8589067746967,932.5986614418304,324.73975466713364,1086.1459678437543,1147.7127744392633,61.56680659550898,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.351652608695652,-0.0002526086956531337
initial,26.0,28.0,27.0,1380,1380,-1772.8319377708176,-1622.8496645714,149.9822731994177,-1303.6349319167093,-1150.886518362348,152.74841355436138,-1086.145967843754,-808.9703805360842,277.17558730766984,1086.145967843754,808.9703805360842,-277.17558730766984,607.858906774697,707.8356128179876,99.97670604329062,607.8589067746967,899.099107930568,291.2402011558713,1086.1459678437543,1146.0188792159959,59.87291137224156,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3516246739130433,-0.00022467391304425988
initial,28.0,30.0,29.0,1380,1380,-1772.8319377708176,-1645.5178463394295,127.31409143138808,-1303.6349319167093,-1174.00094918026,129.6339827364493,-1086.145967843754,-850.8891636410668,235.25680420268725,1086.145967843754,850.8891636410668,-235.25680420268725,607.858906774697,692.1594000376984,84.3004932630015,607.8589067746967,863.5148128479531,255.65590607325635,1086.1459678437543,1140.0273982319297,53.88143038817543,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3515976086956525,-0.00019760869565343953
initial,30.0,32.0,31.0,1380,1380,-1772.8319377708176,-1665.06458787285,107.7673498979675,-1303.6349319167093,-1193.9252887326986,109.7096431840107,-1086.145967843754,-886.8775503458363,199.26841749791777,1086.145967843754,886.8775503458363,-199.26841749791777,607.858906774697,678.9077373115582,71.04883053686126,607.8589067746967,826.6583121021603,218.79940532746355,1086.1459678437543,1134.8020606704015,48.65609282664718,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3515728260869566,-0.00017282608695756707
initial,32.0,34.0,33.0,1380,1380,-1772.8319377708176,-1682.5480250157846,90.28391275503304,-1303.6349319167093,-1211.7363623565834,91.8985695601259,-1086.145967843754,-919.096969432243,167.0489984115111,1086.145967843754,919.096969432243,-167.0489984115111,607.858906774697,667.1442513581294,59.28534458343245,607.8589067746967,792.8460932414224,184.9871864667257,1086.1459678437543,1130.4206779727626,44.27471012900833,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.351550326086957,-0.00015032608695797478
initial,34.0,36.0,35.0,1380,1380,-1772.8319377708176,-1698.6812124481764,74.15072532264116,-1303.6349319167093,-1228.1632337636324,75.47169815307689,-1086.145967843754,-948.967975026391,137.17799281736313,1086.145967843754,948.967975026391,-137.17799281736313,607.858906774697,656.2807207124033,48.42181393770636,607.8589067746967,761.2765536951817,153.41764692048503,1086.1459678437543,1127.014931039762,40.8689631960076,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3515266304347824,-0.0001266304347833369
initial,36.0,38.0,37.0,1380,1380,-1772.8319377708176,-1713.0012501656638,59.8306876051538,-1303.6349319167093,-1242.7401273092603,60.89480460744903,-1086.145967843754,-975.4979681224419,110.6479997213122,1086.145967843754,975.4979681224419,-110.6479997213122,607.858906774697,646.7130620613913,38.85415528669432,607.8589067746967,732.5036954309919,124.64478865629519,1086.1459678437543,1124.0880237458475,37.942055902093216,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.351505869565218,-0.0001058695652189634
initial,38.0,40.0,39.0,1380,1380,-1772.8319377708176,-1725.1819937238536,47.64994404696404,-1303.6349319167093,-1255.138886034648,48.49604588206125,-1086.145967843754,-998.0519006610043,88.09406718274977,1086.145967843754,998.0519006610043,-88.09406718274977,607.858906774697,638.6519172281635,30.793010453466536,607.8589067746967,708.042390960925,100.18348418622827,1086.1459678437543,1121.4364492444076,35.290481400653334,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.35148652173913,-8.652173913104022e-05
initial,40.0,42.0,41.0,1380,1380,-1772.8319377708176,-1735.1987854837218,37.633152287095754,-1303.6349319167093,-1265.3342017034365,38.3007302132728,-1086.145967843754,-1016.5900211448661,69.55594669888796,1086.145967843754,1016.5900211448661,-69.55594669888796,607.858906774697,632.0779033332841,24.21899655858715,607.8589067746967,687.4879162613488,79.62900948665208,1086.1459678437543,1117.8511374467496,31.705169602995284,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.351468804347826,-6.880434782674527e-05
initial,42.0,44.0,43.0,1380,1380,-1772.8319377708176,-1743.1712052355729,29.660732535244733,-1303.6349319167093,-1273.4475408382032,30.187391078506153,-1086.145967843754,-1031.3194797657193,54.8264880780348,1086.145967843754,1031.3194797657193,-54.8264880780348,607.858906774697,626.8968101510757,19.037903376378722,607.8589067746967,670.5382189523334,62.67931217763669,1086.1459678437543,1113.4996822265537,27.353714382799353,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3514556521739127,-5.565217391367838e-05
initial,44.0,46.0,45.0,1380,1380,-1772.8319377708176,-1749.4628067706044,23.3691310002132,-1303.6349319167093,-1279.8505896968427,23.78434221986663,-1086.145967843754,-1042.941034913862,43.20493292989204,1086.145967843754,1042.941034913862,-43.20493292989204,607.858906774697,622.8301618696191,14.971255094922185,607.8589067746967,656.3915234692869,48.53261669459016,1086.1459678437543,1109.2978643935724,23.151896549818048,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.351445108695652,-4.510869565299558e-05
initial,46.0,48.0,47.0,1380,1380,-1772.8319377708176,-1754.4258885461059,18.40604922471175,-1303.6349319167093,-1284.9011117542643,18.733820162445,-1086.145967843754,-1052.1316331171056,34.014334726648485,1086.145967843754,1052.1316331171056,-34.014334726648485,607.858906774697,619.6177784227064,11.758871648009404,607.8589067746967,645.1437803032484,37.28487352855166,1086.1459678437543,1105.335466380134,19.189498536379688,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3514363043478257,-3.630434782664338e-05
initial,48.0,50.0,49.0,1380,1380,-1772.8319377708176,-1758.1635702397882,14.66836753102939,-1303.6349319167093,-1288.704503778854,14.930428137855415,-1086.145967843754,-1059.0638778486157,27.082089995138404,1086.145967843754,1059.0638778486157,-27.082089995138404,607.858906774697,617.1981097123935,9.339202937696541,607.8589067746967,636.2677163218614,28.40880954716465,1086.1459678437543,1100.6967073764863,14.550739532731995,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3514291304347825,-2.9130434783475323e-05
initial,50.0,55.0,52.5,4140,4140,-2127.398325324981,-2113.9494894878026,13.448835837178649,-1564.3619183000512,-1550.672153257511,13.68976504254033,-1303.375161412505,-1278.570747629971,24.804413782533857,1303.375161412505,1278.570747629971,-24.804413782533857,729.4306881296365,737.9627954813798,8.53210735174332,729.4306881296362,754.129292362148,24.698604232511798,1303.3751614125051,1311.9583619431253,8.58320053062016,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999998,-3.3514228260869565,-2.2826086958360747e-05
initial,55.0,60.0,57.5,2760,2760,-1418.265550216654,-1408.2021886994953,10.063361517158683,-1042.9079455333674,-1032.6648890320844,10.243056501283036,-868.9167742750033,-850.3199178636731,18.596856411330123,868.9167742750033,850.3199178636731,-18.596856411330123,486.28712541975744,492.7020296640116,6.41490424425416,486.28712541975744,496.1701413254157,9.883015905658283,868.9167742750033,862.5960910390654,-6.3206832359378495,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3514264130434785,-2.6413043479500686e-05
initial,60.0,65.0,62.5,4140,4140,-2127.398325324981,-2102.922567292557,24.475758032424437,-1564.3619183000512,-1539.4528624420407,24.90905585801056,-1303.375161412505,-1258.0624102224167,45.31275119008819,1303.375161412505,1258.0624102224167,-45.31275119008819,729.4306881296365,745.1400472023378,15.709359072701318,729.4306881296362,749.4538302778991,20.023142148262878,1303.3751614125051,1275.2122080396498,-28.162953372855327,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999998,-3.3514415942028983,-4.159420290017479e-05
initial,65.0,70.0,67.5,2760,2760,-1418.265550216654,-1391.475513365518,26.790036851135937,-1042.9079455333674,-1015.6460174226904,27.26192811067699,-868.9167742750033,-819.2807517413023,49.63602253370095,868.9167742750033,819.2807517413023,-49.63602253370095,486.28712541975744,503.59406907595525,17.306943656197802,486.28712541975744,505.5684616422178,19.281336222460368,868.9167742750033,825.6679780727371,-43.248796202266135,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3514649999999997,-6.500000000064787e-05
initial,70.0,75.0,72.5,4140,4140,-2127.398325324981,-2063.758819713458,63.63950561152342,-1564.3619183000512,-1499.6048426091302,64.75707569092106,-1303.375161412505,-1185.4352147047127,117.93994670779216,1303.375161412505,1185.4352147047127,-117.93994670779216,729.4306881296365,770.8516783713286,41.42099024169215,729.4306881296362,778.6042009501036,49.17351282046741,1303.3751614125051,1205.9217180656804,-97.45344334682477,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999998,-3.3515018840579716,-0.00010188405797340039
initial,75.0,80.0,77.5,2760,2760,-1418.265550216654,-1355.2491867332787,63.016363483375244,-1042.9079455333674,-978.7875183712837,64.12042716208373,-868.9167742750033,-752.141110535313,116.77566373969023,868.9167742750033,752.141110535313,-116.77566373969023,486.28712541975744,527.6510842905835,41.36395887082608,486.28712541975744,531.0757789674172,44.788653547659806,868.9167742750033,761.3215073723327,-107.59526690267057,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3515499999999996,-0.0001500000000005386
initial,80.0,85.0,82.5,2760,2760,-1418.265550216654,-1334.39993632181,83.86561389484405,-1042.9079455333674,-957.5754688615269,85.33247667184048,-868.9167742750033,-713.5398173648864,155.37695691011686,868.9167742750033,713.5398173648864,-155.37695691011686,486.28712541975744,541.7644164160844,55.47729099632693,486.28712541975744,545.842716869529,59.555591449771555,868.9167742750033,724.5178927121669,-144.39888156283632,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3515899999999994,-0.00019000000000035655
initial,85.0,90.0,87.5,4140,4140,-2127.398325324981,-1953.546616111501,173.85170921348026,-1564.3619183000512,-1387.4776708092297,176.8842474908215,-1303.375161412505,-981.4279025985494,321.9472588139555,1303.375161412505,981.4279025985494,-321.9472588139555,729.4306881296365,845.6728854177745,116.24219728813807,729.4306881296362,860.6250171189712,131.19432898933496,1303.3751614125051,1020.3019261721076,-283.0732352403975,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999998,-3.3516520289855074,-0.000252028985509245
initial,90.0,95.0,92.5,2760,2760,-1418.265550216654,-1264.116192407351,154.14935780930296,-1042.9079455333674,-886.0746394991993,156.83330603416812,-868.9167742750033,-583.6186522898214,285.29812198518187,868.9167742750033,583.6186522898214,-285.29812198518187,486.28712541975744,590.5387125455939,104.25158712583641,486.28712541975744,596.4828862586345,110.19576083887705,868.9167742750033,599.1816171813522,-269.7351570936511,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999999,-3.3517149999999996,-0.0003150000000005093
initial,95.0,100.0,97.5,4140,4140,-2127.398325324981,-1828.1575381009197,299.2407872240615,-1564.3619183000512,-1259.8575904389083,304.5043278611429,-1303.375161412505,-749.896044863566,553.4791165489389,1303.375161412505,749.896044863566,-553.4791165489389,729.4306881296365,934.2573136659635,204.82662553632701,729.4306881296362,955.3801010886995,225.94941295906324,1303.3751614125051,803.0284399367414,-500.34672147576373,1.0,1.0,0.0,1.0,1.0,0.0,-3.351399999999998,-3.3517866666666665,-0.0003866666666683116
initial,100.0,110.0,105.0,6900,6900,-1772.8331348699155,-1416.7401597033368,356.09297516657875,-1303.6349319167093,-941.021644227702,362.6132876890073,-1086.1351939518747,-428.1790923016671,657.9561016502076,1086.1351939518747,428.1790923016671,-657.9561016502076,607.8680579411813,856.3202009221428,248.45214298096153,607.8989725786212,899.54689592486,291.6479233462388,1086.1459678437543,531.930385520341,-554.2155823234133,1.0,1.0,0.0,1.0,1.0,0.0,-3.3513999999999986,-3.351886,-0.0004860000000013187
initial,110.0,120.0,115.0,6900,6900,-1681.4190564710652,-1910.7604987105017,-229.34144223943645,-1207.0709331994872,-1435.1762405010652,-228.10530730157802,124.92686763939592,-148.59284785704753,-273.51971549644344,124.92686763939592,148.59284785704753,23.665980217651608,1622.0526935092714,1579.03642177728,-43.01627173199131,6153.243690253629,5433.037819351203,-720.2058709024259,1871.1736286481475,264.76839293722946,-1606.405235710918,1.0,1.0,0.0,1.0,0.6,-0.4,-3.2377879999999992,-3.2392559999999997,-0.001468000000000469
initial,120.0,121.06800000000001,120.534,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
final,0.0,2.0,1.0,1170,1160,-877.7806770950174,-1186.5567510857077,-308.7760739906903,-2807.9922624892747,-3175.020769601915,-367.02850711264045,383.10955217433116,278.7226702108494,-104.38688196348176,383.10955217433116,278.7226702108494,-104.38688196348176,2791.8324060977234,3035.1852202067357,243.35281410901234,13897.614877865037,13653.757817383806,-243.8570604812303,9130.994292183233,9292.617005202794,161.62271301956025,1.0,1.0,0.0,0.9732758620689655,0.9846153846153847,0.011339522546419123,-3.409583181034483,-3.4234404957264957,-0.013857314692012679
final,2.0,4.0,3.0,1363,1314,-1239.2220193103794,-1200.6226238629858,38.59939544739359,-929.9053697967728,-828.0836095457553,101.82176025101751,-289.9032344671379,-307.94051119918356,-18.037276732045655,289.9032344671379,307.94051119918356,18.037276732045655,844.706600691921,781.6928846310093,-63.01371606091175,10856.458650387043,11042.779665221362,186.3210148343187,7495.499713215821,7790.974014633491,295.47430141766927,1.0,1.0,0.0,0.9665144596651446,0.9721203228173148,0.005605863152170154,-3.2655182648401824,-3.2623757153338224,0.0031425495063599485
final,4.0,6.0,5.0,1380,1376,-990.4232222461906,-1030.023884895292,-39.60066264910142,-565.3218298869991,-545.3106527564695,20.01117713052963,-296.6162775284142,-331.77956520248085,-35.16328767406668,296.6162775284142,331.77956520248085,35.16328767406668,647.3693813621622,630.9390974826493,-16.4302838795129,8363.936319288448,8355.326902446033,-8.609416842415158,5038.887954419532,4991.761979780174,-47.12597463935799,1.0,1.0,0.0,0.9622093023255814,0.9579710144927536,-0.0042382878328278695,-3.300975465116279,-3.3032017101449274,-0.0022262450286483215
