window,r_bin_min_A,r_bin_max_A,r_bin_center_A,eps00194_atoms,eps0000_atoms,eps0000_sigma_xx_mean_mpa,eps00194_sigma_xx_mean_mpa,delta_sigma_xx_mean_mpa,eps0000_sigma_yy_mean_mpa,eps00194_sigma_yy_mean_mpa,delta_sigma_yy_mean_mpa,eps0000_sigma_zz_mean_mpa,eps00194_sigma_zz_mean_mpa,delta_sigma_zz_mean_mpa,eps0000_abs_sigma_zz_mean_mpa,eps00194_abs_sigma_zz_mean_mpa,delta_abs_sigma_zz_mean_mpa,eps0000_sigma_vm_mean_mpa,eps00194_sigma_vm_mean_mpa,delta_sigma_vm_mean_mpa,eps0000_sigma_vm_p95_mpa,eps00194_sigma_vm_p95_mpa,delta_sigma_vm_p95_mpa,eps0000_abs_sigma_zz_p95_mpa,eps00194_abs_sigma_zz_p95_mpa,delta_abs_sigma_zz_p95_mpa,eps0000_fraction_vm_gt_120mpa,eps00194_fraction_vm_gt_120mpa,delta_fraction_vm_gt_120mpa,eps0000_fraction_abs_sigma_zz_gt_120mpa,eps00194_fraction_abs_sigma_zz_gt_120mpa,delta_fraction_abs_sigma_zz_gt_120mpa,eps0000_pe_atom_mean_ev,eps00194_pe_atom_mean_ev,delta_pe_atom_mean_ev
final,110.0,120.0,115.0,6900,6900,-1496.690218325129,-1623.4036223029143,-126.71340397778522,-1038.2113855215264,-1150.3937957325456,-112.18241021101926,18.907634080055306,-180.47972483194673,-199.38735891200204,18.907634080055306,180.47972483194673,161.5720907518914,1348.8851906967434,1276.2081372361574,-72.67705346058597,8164.413972835346,8025.6447428686515,-138.76922996669418,4336.05244538037,4133.668178447615,-202.38426693275505,1.0,1.0,0.0,0.9557971014492753,0.9517391304347826,-0.004057971014492678,-3.2007469492753624,-3.201138863768116,-0.0003919144927535534
final,120.0,121.06800000000001,120.534,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
last20_mean,0.0,2.0,1.0,1140.4,1159.8,-871.1707458123765,-1031.3008506107935,-160.13010479841705,-2476.885493463665,-3084.4727661139605,-607.5872726502953,102.9791918873569,155.28720588051675,52.30801399315985,362.1013914001978,436.7958553968705,74.69446399667265,2281.9211577273536,2860.3435347884615,578.4223770611079,13382.249281081255,13246.605878485545,-135.64340259570963,9327.466510428105,9151.929077060158,-175.5374333679465,1.0,1.0,0.0,0.9790104439493297,0.9798592620352216,0.0008488180858918781,-3.389207382204904,-3.4142299364254667,-0.025022554220562654
last20_mean,2.0,4.0,3.0,1334.9,1304.8,-1260.0726531654695,-1194.1982639690536,65.8743891964159,-835.5219000792916,-910.3486141993296,-74.82671412003799,-251.2782968346537,-399.0916920313061,-147.81339519665238,506.8473921202443,603.7024814359829,96.85508931573861,907.9827171225979,731.8830726833564,-176.0996444392415,10744.69563847418,10802.05152518173,57.35588670754987,7667.18208888982,7675.736538222981,8.554449333160846,1.0,1.0,0.0,0.969837489356534,0.9725910191644427,0.002753529807908661,-3.270057782894458,-3.2609573824183142,0.00910040047614391
last20_mean,4.0,6.0,5.0,1370.4,1351.1,-968.4072242447673,-971.9034797688568,-3.496255524089406,-510.2503953899437,-531.439442449076,-21.189047059132236,-279.6286134962535,-299.5057008529214,-19.877087356667914,451.0865424311397,405.8255100788258,-45.26103235231392,634.2812085239436,635.9543170047193,1.6731084807756815,8250.061133681162,8267.21796271226,17.156829031098823,5026.155601736764,4939.878148396118,-86.27745334064548,1.0,1.0,0.0,0.963961958609224,0.960203294815647,-0.003758663793576922,-3.301450863493796,-3.3018088596259276,-0.0003579961321316105
last20_mean,6.0,8.0,7.0,1377.1,1355.9,-1001.4229512612094,-1013.358514531065,-11.935563269855606,-516.8274983756778,-540.8649884606658,-24.037490084988008,-217.1115465956521,-268.10570808342425,-50.994161487772146,381.1597601034829,347.6080453222471,-33.55171478123577,706.829392251699,680.8566008233435,-25.97279142835555,7369.948227173879,7528.262594099852,158.31436692597345,4495.506080848812,4517.969806808957,22.463725960144984,1.0,1.0,0.0,0.9587269449217481,0.961355088874793,0.0026281439530448925,-3.310962981319487,-3.3104431960243668,0.0005197852951202009
last20_mean,8.0,10.0,9.0,1375.9,1365.6,-1006.3298679169857,-989.669756585364,16.660111331621692,-534.6366998428335,-525.7681941231364,8.868505719697168,-256.2139344128203,-247.9404256173644,8.27350879545591,416.1573638679761,371.24251969744853,-44.914844170527545,681.6456248793894,680.4965200290957,-1.1491048502937247,7195.71805278793,7307.507218386512,111.78916559858226,4339.882077470198,4274.826585793332,-65.05549167686604,1.0,1.0,0.0,0.9565687925819905,0.956969774588778,0.00040098200678750917,-3.312556142678614,-3.3120073211230094,0.0005488215556046505
last20_mean,10.0,12.0,11.0,1378.8,1362.4,-1032.648261385819,-983.1159240975627,49.53233728825637,-556.160315314203,-500.00547379885427,56.15484151534872,-308.86948468373095,-224.73248476240633,84.13699992132462,455.50578220880925,329.11554556665726,-126.39023664215199,662.1140237395846,695.1879801575767,33.07395641799212,7093.182268283619,7307.9844973888685,214.80222910524935,4284.025685438707,4315.32119914258,31.29551370387253,1.0,1.0,0.0,0.9531334640381562,0.9538673166463922,0.0007338526082359964,-3.3132552561515722,-3.3124389420755898,0.0008163140759824827
last20_mean,12.0,14.0,13.0,1378.7,1362.8,-1000.1383609357684,-1000.1855641193309,-0.04720318356248754,-519.4081589065427,-524.3606834595065,-4.952524552963837,-235.3609783096154,-233.1631680657178,2.1978102438976066,394.41853907142485,327.2901713353514,-67.12836773607347,698.0054136522887,703.4196135979498,5.414199945661153,7137.577162555202,7167.854945594238,30.277783039035967,4198.2107731461865,4357.013981952281,158.80320880609452,1.0,1.0,0.0,0.9535862606023281,0.9591511053144975,0.005564844712169448,-3.3133276193960106,-3.312935832145714,0.00039178725029653805
last20_mean,14.0,16.0,15.0,1378.1,1373.2,-991.2476838116916,-1007.4742080382532,-16.22652422656165,-510.2979497103653,-528.5669275871948,-18.268977876829467,-203.2294186871174,-232.42492719644383,-29.19550850932643,368.8552059607651,323.55213038424915,-45.30307557651594,715.6170705719883,705.4693164843659,-10.147754087622388,7165.556155251843,7171.101148598459,5.544993346616138,4291.252605351602,4257.220582271337,-34.03202308026539,1.0,1.0,0.0,0.9557932244970969,0.9548681435031365,-0.000925080993960381,-3.3133823589711517,-3.312824809050354,0.0005575499207979284
last20_mean,16.0,18.0,17.0,1379.3,1376.0,-1020.4153013056641,-997.4532377118594,22.962063593804714,-544.2783614854927,-519.7805207516496,24.497840733843077,-287.08910854066556,-235.89649398091834,51.19261455974723,435.69278135801704,305.444108356201,-130.24867300181603,675.4888372518174,698.13050871558,22.64167146376269,7129.174210453942,7197.202488262343,68.02827780840107,4198.069753874894,4323.84935900848,125.7796051335863,1.0,1.0,0.0,0.9559475419160235,0.9583869554661855,0.002439413550161973,-3.3131495675819322,-3.312739282996612,0.0004102845853202197
last20_mean,18.0,20.0,19.0,1379.4,1374.7,-1037.967474148695,-1042.2538843266136,-4.286410177918697,-553.6394603089133,-564.2538584513226,-10.6143981424093,-313.45292873928736,-306.4865810474498,6.966347691837541,471.75140606330626,363.4824635079627,-108.26894255534359,674.55244216031,662.098439436596,-12.454002723713984,7121.135386054576,7167.505068433442,46.369682378865946,4270.8216002421495,4199.95834043762,-70.86325980452966,1.0,1.0,0.0,0.9570202690034874,0.9533842794759824,-0.0036359895275049903,-3.313157070448318,-3.3129409433232078,0.00021612712511043242
last20_mean,20.0,22.0,21.0,1379.8,1377.8,-1040.2273081047879,-1050.2956410301538,-10.068332925365894,-552.9539063348471,-563.9412945800128,-10.987388245165675,-295.02259683075795,-309.49473261728616,-14.472135786528213,460.03111055680273,369.9343898346883,-90.09672072211441,685.9625864726393,676.270391420104,-9.692195052535226,7212.167070736951,7178.730936987928,-33.43613374902361,4286.795100336788,4311.913301551654,25.11820121486562,1.0,1.0,0.0,0.9589967482542491,0.956733030436886,-0.00226371781736312,-3.313404154774344,-3.313027450795103,0.0003767039792408333
last20_mean,22.0,24.0,23.0,1379.9,1378.5,-1034.4039523277909,-1027.654248490196,6.7497038375947795,-552.517399511377,-540.7138598499679,11.803539661409104,-266.6550301975678,-296.6010158052697,-29.945985607701914,446.7762160139543,343.55367433836875,-103.22254167558555,709.4382445754517,672.7485038082567,-36.68974076719496,7200.059934845182,7265.588557016754,65.52862217157144,4354.038851646498,4251.78858220588,-102.25026944061847,1.0,1.0,0.0,0.954659150946173,0.9568079683870898,0.0021488174409167726,-3.3135786928361,-3.3128591749608516,0.0007195178752485987
last20_mean,24.0,26.0,25.0,1379.3,1377.5,-1006.7002076541327,-1033.9677702666618,-27.267562612529105,-536.5769214977951,-545.2237182542099,-8.646796756414801,-261.65313905875945,-276.65390740504824,-15.000768346288794,466.6472765075093,335.9031505391825,-130.74412596832678,694.4734840060847,692.7858517529272,-1.687632253157517,7134.075009434944,7160.143795150905,26.068785715960985,4276.6536039012835,4165.060885581443,-111.59271831984097,1.0,1.0,0.0,0.9541340502518135,0.955405596546228,0.001271546294414505,-3.3130449621223357,-3.3130331294151176,1.1832707218051297e-05
last20_mean,26.0,28.0,27.0,1380.4,1379.3,-1018.4626448233379,-996.2422534012912,22.220391422046646,-536.2713898563119,-509.367409861912,26.90397999439989,-272.1066674405374,-212.44309553640682,59.663571904130606,454.55526199230223,342.5977354056509,-111.95752658665134,690.8545878633989,717.2789675543897,26.424379690990804,7148.433804991575,7221.001976601855,72.56817161027993,4219.831264366945,4184.516110103291,-35.31515426365422,1.0,1.0,0.0,0.9541766161648031,0.9525496355868309,-0.0016269805779721702,-3.3130493157799563,-3.312958106873586,9.120890637026591e-05
last20_mean,28.0,30.0,29.0,1379.5,1376.9,-1010.9969873339757,-992.9990008803336,17.997986453642056,-523.6784321978109,-495.2602647312475,28.418167466563432,-246.86673862978643,-198.89291751668296,47.97382111310347,467.7068102879195,360.2468332126046,-107.4599770753149,702.0450381884959,728.6308167285661,26.585778540070123,7145.453178415017,7202.343587992984,56.89040957796715,4231.838990108214,4253.515938300721,21.676948192507552,1.0,1.0,0.0,0.9534499436607771,0.955637417654809,0.002187473994031963,-3.3134687711355135,-3.3127501036284586,0.0007186675070549597
last20_mean,30.0,32.0,31.0,1380.1,1378.7,-991.9746331003716,-1000.5475563165937,-8.57292321622208,-516.8692842762678,-515.1855083689677,1.6837759073000598,-205.74675837760478,-224.97827058214799,-19.231512204543208,408.5557114141651,349.9142651763206,-58.64144623784449,712.7078535783177,704.3984457935583,-8.3094077847594,7136.290114806597,7185.666700730211,49.376585923614584,4239.337853158091,4248.295610989275,8.957757831183699,1.0,1.0,0.0,0.9582264648784472,0.9565978759353124,-0.0016285889431347789,-3.3133987366240314,-3.3129771686852627,0.0004215679387686855
last20_mean,32.0,34.0,33.0,1380.0,1377.8,-986.7065817369843,-1010.3863353142831,-23.67975357729881,-516.6865092283158,-529.7821741397632,-13.095664911447443,-240.36304032181118,-253.77251756351126,-13.409477241700074,461.79837863627165,338.2489815508974,-123.54939708537427,681.4412119520787,691.6275007347771,10.186288782698398,7089.35122054667,7165.316810455501,75.96558990883022,4163.30339763485,4230.488446154182,67.18504851933267,1.0,1.0,0.0,0.9538354401835196,0.9541304347826086,0.0002949945990889935,-3.313231594118111,-3.3130135072463767,0.00021808687173452412
last20_mean,34.0,36.0,35.0,1379.9,1377.2,-1032.2118038606245,-995.6548235158476,36.55698034477689,-553.8995459370939,-521.2215019147828,32.67804402231104,-277.3831264176462,-231.88680856176302,45.496317855883206,514.0365986300611,361.9209930265372,-152.11560560352393,702.19999252924,697.4491380611087,-4.750854468131365,7094.461857305758,7184.78495511978,90.32309781402182,4317.775196384899,4245.367934559191,-72.40726182570779,1.0,1.0,0.0,0.9570039018952062,0.9546340027955564,-0.002369899099649797,-3.313855950388046,-3.3133298039263908,0.0005261464616550526
last20_mean,36.0,38.0,37.0,1380.0,1378.8,-1023.0294123927557,-1011.9252789869809,11.10413340577486,-540.4291257784367,-533.8300359374268,6.5990898410099135,-262.45729485818384,-250.94133704318557,11.515957814998274,506.34896795778934,399.2389748377124,-107.10999312007692,706.2130875594828,695.9266895407836,-10.286398018699174,7075.6049859312625,7126.126803879332,50.52181794806984,4291.1756852286,4304.813037108821,13.637351880221104,1.0,1.0,0.0,0.9529271548436308,0.9544202898550725,0.0014931350114417707,-3.3138736139079583,-3.3133067188405803,0.0005668950673780593
last20_mean,38.0,40.0,39.0,1380.0,1380.3,-1024.349677252409,-1026.1969549908877,-1.847277738478624,-538.9823177290266,-538.5017288653173,0.4805888637092721,-270.06527989664244,-267.63832046483725,2.4269594318051873,550.7510777786649,391.67513620169905,-159.07594157696587,694.6805262870608,691.0426118644281,-3.6379144226327753,7131.155063687258,7092.718215473217,-38.436848214040765,4330.758371819966,4246.541245779775,-84.21712604019103,1.0,1.0,0.0,0.960009902857682,0.9571739130434784,-0.002835989814203521,-3.31370366123267,-3.313232595652174,0.0004710655804958108
last20_mean,40.0,42.0,41.0,1380.0,1378.4,-1019.5769520719343,-1026.382312998115,-6.805360926180583,-533.8410642543206,-553.9428704989558,-20.101806244635213,-265.06823172979944,-284.8971829696819,-19.828951239882485,583.8782272641531,400.50828725744105,-183.36994000671206,707.1182523247306,683.0215534255391,-24.09669889919155,7173.496538648088,7184.81759619479,11.321057546701923,4343.067290556848,4235.947906371746,-107.11938418510181,1.0,1.0,0.0,0.9589421564877387,0.9542028985507244,-0.004739257937014352,-3.31378060315143,-3.3130974224637684,0.0006831806876617108
last20_mean,42.0,44.0,43.0,1380.0,1379.1,-1022.6396550671016,-1044.607865364604,-21.968210297502537,-546.2212739481431,-569.6359892383157,-23.41471529017258,-267.4656529909331,-312.79479751409684,-45.329144523163734,586.0468908804319,416.58432928287556,-169.46256159755632,695.906272223943,670.905170544823,-25.001101679119984,7127.0706697808955,7147.619239211148,20.548569430252428,4284.521484588902,4187.184703103331,-97.33678148557101,1.0,1.0,0.0,0.9567825769828433,0.9565942028985507,-0.0001883740842926196,-3.3136316797529575,-3.313289621014492,0.0003420587384654894
last20_mean,44.0,46.0,45.0,1380.0,1378.9,-1012.5736233547266,-1039.8946951335545,-27.3210717788279,-546.5305982238676,-552.9410794958482,-6.4104812719805295,-268.89681318412795,-292.7253614401483,-23.828548256020326,551.3292596983576,429.7259137146002,-121.60334598375744,693.4012618140002,687.4124288047412,-5.988833009258997,7041.1541672862395,7096.537585921641,55.38341863540154,4327.934835204216,4249.668577390123,-78.26625781409348,1.0,1.0,0.0,0.9575673558399764,0.9567391304347825,-0.0008282254051938942,-3.313695900529319,-3.3131836586956522,0.0005122418336669377
last20_mean,46.0,48.0,47.0,1380.0,1379.6,-990.6817640485099,-1023.8518025095148,-33.17003846100488,-512.4911614384173,-535.7391104039382,-23.24794896552089,-222.53362620312342,-279.4887675635058,-56.955141360382385,536.3089274440479,442.18993301620975,-94.11899442783812,707.5177337769601,691.0926525721331,-16.425081204826938,7121.110283730149,7134.026674962061,12.916391231912712,4245.119419085281,4292.259597565672,47.140178480391114,1.0,1.0,0.0,0.9557813026626221,0.9549275362318841,-0.0008537664307379789,-3.313788056669194,-3.313117179710145,0.0006708769590488828
last20_mean,48.0,50.0,49.0,1380.0,1380.0,-965.6474862042966,-1013.2408144624144,-47.59332825811782,-491.1040378425954,-523.0222699870061,-31.918232144410695,-163.1346928935559,-232.20610252364085,-69.07140963008496,460.3651588736314,384.6660318648842,-75.69912700874721,733.2320496781566,712.7911314023793,-20.440918275777335,7126.930476508338,7166.024560151205,39.09408364286719,4268.445465794998,4279.209182332107,10.763716537108849,1.0,1.0,0.0,0.956231884057971,0.9580434782608697,0.0018115942028986698,-3.313693667391304,-3.313471155072463,0.0002225123188410727
last20_mean,50.0,55.0,52.5,3336.6,3505.9,-1006.9705836490473,-919.0770463777917,87.89353727125558,-513.5538018438508,-452.05882495210216,61.49497689174865,-207.29137631710742,-124.83487295707411,82.45650336003331,562.5618189190128,361.1159088723649,-201.4459100466479,739.2565224551503,721.1182143119761,-18.138308143174186,7225.479079914869,6922.093196754853,-303.3858831600155,4355.84409329874,4129.79431541985,-226.04977787888947,1.0,1.0,0.0,0.9555140736955796,0.9559307955817937,0.0004167218862141109,-3.3137881114006915,-3.313457433684273,0.00033067771641848154
last20_mean,55.0,60.0,57.5,3563.4,3394.1,-1004.7816611647886,-1092.6075411382667,-87.8258799734781,-534.0833348757386,-596.2216904264134,-62.13835555067476,-267.19764128329257,-340.59996751929833,-73.40232623600576,578.2806532524684,458.48908332443006,-119.79156992803831,699.6959073730748,687.0280167420889,-12.66789063098588,6976.065159704235,7355.715123746134,379.6499640418988,4288.055371013163,4366.690291993545,78.63492098038205,1.0,1.0,0.0,0.9539518116384358,0.9568127153403976,0.0028609037019617922,-3.3137493109547846,-3.313324466217638,0.0004248447371466568
last20_mean,60.0,65.0,62.5,3213.1,3388.4,-1000.1490623215823,-958.7197968453805,41.42926547620175,-528.7110226212848,-511.3292598749998,17.38176274628495,-247.6935362599432,-261.86902008974806,-14.175483829804875,576.4617455673542,408.69540908807716,-167.76633647927707,697.4720280127333,650.5701038927957,-46.901924119937576,6983.778743138981,6700.616673413974,-283.1620697250064,4258.367448228284,3985.389841148824,-272.9776070794601,1.0,1.0,0.0,0.9562781468370641,0.9516019362146979,-0.004676210622366228,-3.3138815011500293,-3.313142654575833,0.0007388465741962058
last20_mean,65.0,70.0,67.5,3686.9,3511.6,-1068.2312647011572,-1091.2098105342436,-22.9785458330864,-567.0702142611135,-584.2451247216871,-17.174910460573642,-321.4656716971488,-309.77849040397166,11.687181293177161,576.219084626603,485.07032168349645,-91.14876294310659,702.3291922396875,710.0550259045618,7.725833664874358,7283.4672852734975,7674.083404985712,390.61611971221464,4436.952973504556,4577.748171025547,140.79519752099077,1.0,1.0,0.0,0.9568220124821709,0.9555594862791791,-0.0012625262029918316,-3.3134344961954163,-3.3128415356412235,0.0005929605541927785
last20_mean,70.0,75.0,72.5,3076.4,3247.6,-923.0608871093075,-899.5005287088392,23.560358400468317,-472.8113281392357,-469.37957767916413,3.431750460071555,-181.39009639184457,-225.57489992739056,-44.184803535545996,513.1129830969257,387.5002972497558,-125.61268584716993,677.6889665748638,607.0245414446812,-70.66442513018262,6700.149517088488,6400.014766157629,-300.1347509308589,4095.921688669485,3788.122300763434,-307.7993879060509,1.0,1.0,0.0,0.9530284742458559,0.949821273822406,-0.0032072004234499074,-3.3138496168009617,-3.3131514280035885,0.000698188797373156
last20_mean,75.0,80.0,77.5,3823.2,3652.4,-1090.2424873441933,-1140.5915951914842,-50.34910784729095,-571.4368257850587,-601.1547110528583,-29.717885267799602,-279.64610686869423,-312.83330008086716,-33.18719321217293,540.7361340820376,459.28603607789535,-81.4500980041422,747.2793806761545,759.5115597987502,12.232179122595767,7510.259274661276,7869.575673330188,359.31639866891146,4572.844857163682,4722.572818092954,149.72796092927183,1.0,1.0,0.0,0.9603120845953901,0.9596242452594922,-0.0006878393358978885,-3.3137701515137747,-3.3131737253982982,0.0005964261154765005
last20_mean,80.0,85.0,82.5,2900.2,3085.0,-899.2299026122497,-868.3786932847779,30.851209327471793,-471.02364731806426,-456.15614772642283,14.867499591641433,-212.2656940609651,-242.93758458812334,-30.67189052715824,459.6617586951079,297.34782985222165,-162.31392884288624,636.8752276332201,577.0670706518022,-59.80815698141794,6311.776842243669,6007.617066436907,-304.1597758067619,3889.2906933084582,3578.9566484990223,-310.3340448094359,1.0,1.0,0.0,0.9502855439264384,0.9485026333782764,-0.0017829105481619312,-3.3139276933741706,-3.3132284772255174,0.0006992161486532034
last20_mean,85.0,90.0,87.5,3980.9,3810.3,-1140.9215704923713,-1203.133552139901,-62.21198164752968,-602.757566271873,-639.2250320098203,-36.46746573794735,-293.94104254814704,-354.20973928923314,-60.2686967410861,495.12776825423936,433.7856959001598,-61.34207235407956,784.9744366704623,779.9793299303755,-4.99510674008684,7799.8639343378,8231.81689459008,431.9529602522798,4662.868734768864,4873.236617192663,210.36788242379953,1.0,1.0,0.0,0.960293032705656,0.9621136856775474,0.0018206529718913789,-3.3143063164859603,-3.313462191766446,0.0008441247195141166
last20_mean,90.0,95.0,92.5,2823.2,2946.4,-844.1847631033309,-811.2774441165644,32.90731898676643,-430.92126816135703,-412.73828082477456,18.18298733658247,-157.39847229411268,-169.30717547485298,-11.908703180740304,382.02670097812154,259.6580613440243,-122.36863963409724,630.7698576106927,580.0906953890245,-50.67916222166821,6074.286856336952,5884.782233306747,-189.50462303020504,3614.615051124764,3466.459634147331,-148.15541697743265,1.0,1.0,0.0,0.948411689945989,0.9466223799600779,-0.0017893099859110917,-3.314213302219097,-3.31292535048033,0.001287951738766946
last20_mean,95.0,100.0,97.5,3956.7,3874.0,-1146.1497489070575,-1158.0737492919516,-11.924000384894043,-611.9268798751747,-596.6465182528308,15.28036162234389,-290.20783199211826,-266.1381249263174,24.069707065800856,455.11640021651067,329.61731650781576,-125.49908370869491,786.7216335944428,816.8812487007528,30.15961510631007,7921.050595550578,8263.741457007003,342.6908614564254,4762.037043270836,4800.927693232317,38.89064996148136,1.0,1.0,0.0,0.9606334475263653,0.9616187812757525,0.0009853337493872516,-3.314209119002114,-3.3132875682939398,0.0009215507081741237
last20_mean,100.0,110.0,105.0,6710.1,6817.5,-1010.3575519857206,-992.7220444541069,17.63550753161371,-532.544486210961,-522.3805178223917,10.163968388569401,-247.01789784535964,-254.19338814823737,-7.1754903028777335,315.14358263530943,254.60329451617912,-60.54028811913031,679.1273259981333,656.3881632927914,-22.73916270534187,6993.4855758916965,6960.636181156498,-32.849394735198075,4143.301486676776,4132.367270550818,-10.9342161259583,1.0,1.0,0.0,0.955097352902912,0.9561314365764362,0.0010340836735241998,-3.314288751016727,-3.3132121835223147,0.0010765674944122061
last20_mean,110.0,120.0,115.0,6599.8,6679.3,-1330.7495457592904,-1164.7816059196823,165.9679398396081,-879.1733691425658,-727.8592028826092,151.31416625995655,-183.25653556359208,-187.69002498038853,-4.433489416796448,183.25653556359208,187.69002498038853,4.433489416796448,1020.8022029097204,879.8621373545648,-140.94006555515568,7681.359788781387,7432.885777219919,-248.4740115614677,4114.127544461744,4093.9619841235676,-20.16556033817642,1.0,1.0,0.0,0.9550664014710911,0.9527307987345335,-0.0023356027365576404,-3.2308580968173763,-3.2499435790099844,-0.019085482192608083
last20_mean,120.0,121.06800000000001,120.534,629.5,387.4,-2206.3464938177763,-1878.6602206469863,327.68627317078995,-2138.000829462917,-1784.4251683801265,353.5756610827905,-535.569655732971,-645.1619850897811,-109.59232935681007,535.569655732971,645.1619850897811,109.59232935681007,1638.8505877157206,1190.9530316870391,-447.8975560286815,2951.50114369682,2170.756279719062,-780.7448639777576,1400.884056412951,1355.9254932714803,-44.95856314147068,0.6,0.6,0.0,0.5602942209630608,0.5770149511677729,0.016720730204712098,-2.7106435856573707,-2.6964027093596057,0.014240876297765048
