frame,step,x_lo,x_up,len_lo,len_up,n_small_segments,sxz_quiet_MPa,ux_lo,ux_up
62,62000,53.39653597896726,,99.91704484408493,0.0,0,-110.41599961494678,53.39653597896726,
63,63000,50.86154931054053,,100.17858977781657,0.0,0,-121.94053050890925,50.86154931054053,
64,64000,49.69654425516174,,100.77092733457842,0.0,0,-167.2001683577799,49.69654425516174,
65,65000,50.79873205124365,,99.83462036715093,0.0,0,-210.1664121455405,50.79873205124365,
66,66000,49.13454873384866,,99.87662017018333,0.0,0,-129.47882803942977,49.13454873384866,
67,67000,47.58058208328156,,100.17232729764984,0.0,0,-205.4389425138449,47.58058208328156,
68,68000,47.97989902695365,,100.32867664022365,0.0,0,-135.3068900990103,47.97989902695365,
69,69000,47.46203062820251,,100.65004229144475,0.0,0,-153.63951287378578,47.46203062820251,
70,70000,46.588369002302635,,99.70174093943469,0.0,0,-170.47822311253645,46.588369002302635,
71,71000,47.34328484667375,,99.45527837293065,0.0,0,-207.48253725352333,47.34328484667375,
72,72000,47.70589383285263,,99.77391817053557,0.0,0,-125.02540624862513,47.70589383285263,
73,73000,47.114869046937834,,99.73013874990113,0.0,0,-70.74166135065705,47.114869046937834,
74,74000,48.370681433507585,,99.84461385393601,0.0,0,-171.44943023004046,48.370681433507585,
75,75000,49.413584084821736,,100.51240237078608,0.0,0,-148.48755224851686,49.413584084821736,
76,76000,49.89525331675064,,100.92477152447071,0.0,0,-205.71613156684484,49.89525331675064,
77,77000,51.37855969781916,,99.84908123181077,0.0,0,-171.45879451291123,51.37855969781916,
78,78000,50.3876609444465,,99.86022289281246,0.0,0,-163.50431508583398,50.3876609444465,
79,79000,52.82659048669834,,100.4650158278832,0.0,0,-207.97684392698866,52.82659048669834,
80,80000,54.59483655680982,,99.43931787013533,0.0,0,-156.63420180104623,54.59483655680982,
81,81000,54.19730403756139,,101.58674762856107,0.0,0,-218.47564333122227,54.19730403756139,
82,82000,52.34014563952315,,99.88768456884083,0.0,0,-229.461428216586,52.34014563952315,
83,83000,54.16122864672744,,99.79160056246388,0.0,0,-243.66773618675006,54.16122864672744,
84,84000,55.09011904630936,,100.44032433372143,0.0,0,-257.86325565451233,55.09011904630936,
85,85000,54.803151793052514,,99.58894504844554,0.0,0,-251.36259140098696,54.803151793052514,
86,86000,57.74995332948913,,99.49653103136282,0.0,0,-299.408262394848,57.74995332948913,
87,87000,59.03804708541285,,100.89369835330089,0.0,0,-234.84816194096737,59.03804708541285,
88,88000,59.05275318652308,,99.73165097417302,0.0,0,-254.4232246079123,59.05275318652308,
89,89000,61.65963631963302,,100.25069451414552,0.0,0,-228.16877266167435,61.65963631963302,
90,90000,65.17458317919517,,99.97162250913685,0.0,0,-272.84424319277457,65.17458317919517,
91,91000,64.69865385484297,,99.95400505345847,0.0,0,-230.32596702401287,64.69865385484297,
92,92000,63.85356374959318,,99.72612977523292,0.0,0,-231.3003140603971,63.85356374959318,
93,93000,67.95269740287229,,100.7910108218139,0.0,0,-217.0156409461618,67.95269740287229,
94,94000,71.33226944296439,,99.9150896586239,0.0,0,-280.5116248538658,71.33226944296439,
95,95000,71.43047499076945,,100.0136325842092,0.0,0,-186.9557700555904,71.43047499076945,
96,96000,71.84351679490615,,100.1435352503897,0.0,0,-216.94086867010304,71.84351679490615,
97,97000,73.79333864113349,,99.78877359420099,0.0,0,-229.98780358989134,73.79333864113349,
98,98000,71.09300343700572,,100.24769883337993,0.0,0,-162.64917811505867,71.09300343700572,
99,99000,70.07304696012923,,99.76695133599418,0.0,0,-231.25277460361878,70.07304696012923,
100,100000,70.64753614671267,,100.61660191290602,0.0,0,-333.2840944192164,70.64753614671267,
101,101000,65.9465627384398,,99.79723617492208,0.0,0,-259.2659880576832,65.9465627384398,
102,102000,64.5270044874106,,99.83751768059503,0.0,0,-279.2700588883049,64.5270044874106,
103,103000,63.220228789318895,,99.71571021079012,0.0,0,-329.7347609480845,63.220228789318895,
104,104000,62.24955941620989,,99.79472679281503,0.0,0,-327.51302284817143,62.24955941620989,
105,105000,59.32066851270673,,100.96576643579559,0.0,0,-230.98256835327874,59.32066851270673,
106,106000,59.10363137306159,,100.22624403498313,0.0,0,-281.826345153705,59.10363137306159,
107,107000,58.21245200794968,,99.62116545135015,0.0,0,-319.67200248037346,58.21245200794968,
108,108000,57.416545014683045,,99.84963094146987,0.0,0,-258.0981423881378,57.416545014683045,
109,109000,55.881253706983905,,99.76763414381968,0.0,0,-244.24533675143599,55.881253706983905,
110,110000,53.034908146448274,,99.82803599260403,0.0,0,-286.23645153656656,53.034908146448274,
111,111000,52.33066741022666,,99.78547825192965,0.0,0,-276.43469027341473,52.33066741022666,
112,112000,52.718864401846155,,99.87345193483345,0.0,0,-274.5281543819125,52.718864401846155,
113,113000,51.86208281983274,,100.54337088018139,0.0,0,-284.782859078946,51.86208281983274,
114,114000,51.44210113521829,,100.0511867117178,0.0,0,-298.5065094888564,51.44210113521829,
115,115000,52.2632135015606,,100.21477133933995,0.0,0,-274.79638232937714,52.2632135015606,
116,116000,52.32743574323639,,100.64785876722954,0.0,0,-218.12809999917607,52.32743574323639,
117,117000,52.81945824598421,,99.96741184914514,0.0,0,-258.838736554308,52.81945824598421,
118,118000,50.77494449866874,,99.8296552094516,0.0,0,-280.4516037039636,50.77494449866874,
119,119000,49.867383651098386,,99.80374014356019,0.0,0,-273.9567527751068,49.867383651098386,
120,120000,49.720076064425676,,100.5758316642466,0.0,0,-225.10910793644626,49.720076064425676,
121,121000,48.66137748347942,,100.21163335564813,0.0,0,-269.18256567863534,48.66137748347942,
122,122000,47.662894289882516,,100.34728827163579,0.0,0,-304.3968202506774,47.662894289882516,
123,123000,48.20420444990889,,100.42520175716973,0.0,0,-247.450673483929,48.20420444990889,
124,124000,48.46461249196375,,100.83256333639167,0.0,0,-256.6485713341499,48.46461249196375,
125,125000,50.63074012769943,,99.94452748605927,0.0,0,-222.85719717977045,50.63074012769943,
126,126000,51.56756336981816,,100.82611788609256,0.0,0,-261.8839778179189,51.56756336981816,
127,127000,51.72129787447965,,99.95260243890476,0.0,0,-308.02820762307755,51.72129787447965,
128,128000,52.48226808558868,,99.91684672425775,0.0,0,-277.2380663198652,52.48226808558868,
129,129000,53.13925030816666,,100.21537649095893,0.0,0,-299.05549839763063,53.13925030816666,
130,130000,55.932524005040364,,99.9545828627108,0.0,0,-287.73139433656576,55.932524005040364,
