frame,step,x_lo,x_up,len_lo,len_up,n_small_segments,sxz_quiet_MPa,ux_lo,ux_up
99,99000,63.451420570343636,61.7648156355133,102.4254748843044,122.92930901726908,1,-155.01054578468344,63.451420570343636,61.7648156355133
100,100000,62.41288646311068,61.46622539119554,104.45181697415956,100.49632693333763,1,-163.20565667279152,62.41288646311068,61.46622539119554
101,101000,62.443496837395465,62.18007448496089,102.35902810016393,98.30726866890812,1,-100.46024642240731,62.443496837395465,62.18007448496089
102,102000,62.72123815822639,62.01308520359213,102.25448060483082,90.61032919845816,1,-161.21402602070395,62.72123815822639,62.01308520359213
103,103000,62.86017673073519,61.54245575531674,101.23498133673459,125.62595873855669,0,-167.35591520081834,62.86017673073519,61.54245575531674
104,104000,62.59005484016365,61.112176215095936,102.5427653803711,97.74063032436175,1,-124.73269288411197,62.59005484016365,61.112176215095936
105,105000,62.82390443838784,61.293239191045004,103.34810534297472,101.4879894922961,0,-136.86926928539032,62.82390443838784,61.293239191045004
106,106000,63.23250102210761,61.39250334940304,103.7453125546476,113.30469558289809,0,-123.6652926398256,63.23250102210761,61.39250334940304
107,107000,63.114792713269196,61.43419956704961,101.41385884903846,112.48024368347734,0,-109.80392468762837,63.114792713269196,61.43419956704961
108,108000,63.46564889584107,60.764119226653555,100.48862178313583,74.31436610071275,6,-140.74956509994934,63.46564889584107,60.764119226653555
109,109000,63.31852806665462,60.57125278741271,111.63591882880533,110.54167086633367,0,-101.00577653429247,63.31852806665462,60.57125278741271
110,110000,62.96212201213146,60.895827666446074,102.43371057005378,107.46317077303326,0,-113.07605858617782,62.96212201213146,60.895827666446074
111,111000,63.761267197903244,60.804352579468855,101.55327739894864,98.59871875258553,1,-134.59025744226003,63.761267197903244,60.804352579468855
112,112000,63.241329269381424,61.491147234206096,101.05857315595765,107.71011406775493,2,-119.99224322087869,63.241329269381424,61.491147234206096
113,113000,63.07007159325534,60.21923914799599,102.02057835606053,119.61681363061604,0,-75.71321866353216,63.07007159325534,60.21923914799599
114,114000,63.48415280610132,60.84338109268219,102.09807313818055,117.50360953610287,0,-84.9880383872017,63.48415280610132,60.84338109268219
115,115000,63.06329045829613,60.37815913125549,111.54467294795705,124.20216040971587,0,-97.38229507843259,63.06329045829613,60.37815913125549
116,116000,62.953979812094886,61.41035536171548,100.66647414112425,88.94496861743772,1,-111.86960054588062,62.953979812094886,61.41035536171548
117,117000,62.150343789276356,60.80343572017522,101.26608395463779,110.6013844720564,0,-111.1814638804459,62.150343789276356,60.80343572017522
118,118000,62.10818616359102,60.8317001679867,101.14131299432084,120.78615800952632,0,-124.22132071582944,62.10818616359102,60.8317001679867
119,119000,62.32929367803284,61.01399188183547,101.33308138753439,107.22185299418602,2,-47.02682290865747,62.32929367803284,61.01399188183547
120,120000,63.13117636911912,61.00249125562548,100.83653047795895,131.6433160431258,0,1.5416438692311762,63.13117636911912,61.00249125562548
121,121000,62.78413955989216,60.725585978518986,102.21409919674777,100.95435643551674,2,-124.2127842568835,62.78413955989216,60.725585978518986
122,122000,63.34130275812895,61.20506605535544,100.76029713658528,112.07878304580572,0,-57.371317463209934,63.34130275812895,61.20506605535544
123,123000,62.61245440375868,60.54036378404838,103.0262421030947,113.46360649401899,0,-51.881244785276884,62.61245440375868,60.54036378404838
124,124000,63.497016372861545,61.012851165790934,101.73402711166457,99.55778722073168,0,-77.56177820731395,63.497016372861545,61.012851165790934
125,125000,63.50329263539746,60.9192345255423,102.8811882322378,136.89802688674695,0,-96.30125783560014,63.50329263539746,60.9192345255423
126,126000,64.4113327866594,60.6590033073113,102.32877745416978,125.50323277669936,0,-68.49879588238764,64.4113327866594,60.6590033073113
127,127000,63.51295369328781,60.42332659379934,101.75733709209305,99.98344244298922,0,-89.77290021712565,63.51295369328781,60.42332659379934
128,128000,63.1971962914855,59.599477099481874,104.00340334401272,137.34133026429978,0,-120.00498462796934,63.1971962914855,59.599477099481874
129,129000,62.98760169643047,61.53803573233107,100.8664103447784,109.2145230552265,1,-84.50712739511107,62.98760169643047,61.53803573233107
130,130000,63.40365080970253,61.05315619731048,102.21670368052304,108.1265308493434,2,-47.901875489860146,63.40365080970253,61.05315619731048
