frame,step,tau_nominal_MPa,n_segments,dxa_total_len_A,n_interface_segments,n_other_segments,x_plus,z_plus,len_plus,xmin_plus,xmax_plus,x_minus,z_minus,len_minus,xmin_minus,xmax_minus,xu_plus,xu_minus,s_A,s_dev_A
10,20000,31.83275715649044,4,260.58741484235634,0,0,133.48942645348288,49.983364852926755,130.8534403196045,128.83551412023874,138.143338786727,83.26503352855188,72.8524831846961,129.73397452275182,77.99855808342323,88.53150897368057,133.48942645348288,83.26503352855188,50.224392924930996,-11.758750662766374
11,22000,40.90909090909091,4,260.7024618625833,0,0,131.8569508091021,50.523151220347785,130.4201886511284,127.95435636376618,135.75954525443808,80.31827730306118,73.60285790940756,130.28227321145488,75.95815865989704,84.67839594622532,131.8569508091021,80.31827730306118,51.53867350604092,-12.769585081077608
12,24000,50.0,4,261.08671862670144,0,0,132.21721957728755,50.25030775027731,130.51725885043467,127.65614549367834,136.77829366089676,84.73615959454955,73.1047948280435,130.5694597762668,79.57725550421578,89.89506368488333,132.21721957728755,84.73615959454955,47.481059982738,-19.1523136038017
13,26000,59.090909090909086,4,260.5518351161938,0,0,135.26556667690085,49.675493674407726,130.18802906351166,131.26818077190993,139.2629525818918,85.14799075900218,72.23631479393168,130.36380605268212,80.51631980852567,89.77966170947873,135.26556667690085,85.14799075900218,50.11757591789866,-18.840912668062202
14,28000,68.18181818181817,4,261.17619440359806,0,0,135.61737562194202,49.866031411788626,129.6282726231031,131.24235441221404,139.99239683167,82.09239307571225,72.51823357476815,131.54792178049502,77.52907471099992,86.65571144042458,135.61737562194202,82.09239307571225,53.524982546229765,-17.75862103915226
15,30000,77.27272727272727,4,260.49342736698225,0,0,137.53313457661312,50.473635433934454,130.2648078142637,133.21913220380182,141.84713694942445,78.35229043430846,73.44800471910439,130.22861955271856,73.23849766649519,83.46608320212175,137.53313457661312,78.35229043430846,59.180844142304665,-14.427874442498535
16,32000,86.36363636363636,4,259.6016966107876,0,0,136.34849613459937,50.36546401356625,130.03381900823263,131.9673670128802,140.7296252563185,70.27740593414151,73.4248907880095,129.567877602555,65.25867983285688,75.29613203542611,136.34849613459937,70.27740593414151,66.07109020045786,-9.8627433837665
17,34000,95.45454545454545,4,260.5016166569831,0,0,143.3033468654486,49.762435697477486,130.01474468227656,138.7308727069542,147.87582102394302,69.03115223456044,72.53393081280042,130.48687197470656,64.01050622832477,74.05179824079612,143.3033468654486,69.03115223456044,74.27219463088815,-3.9867539527573683
18,36000,104.54545454545455,7,182.37134418812497,0,0,2.3281604171626475,50.64023646111504,51.645232848040436,0.955639115276427,3.9058092561544893,65.26139355953599,72.38775177942281,130.72611134008451,60.77714096407546,69.7456461549965,156.97241041716265,65.26139355953599,91.71101685762666,11.126953274559966
19,38000,113.63636363636363,2,130.25493648086757,0,0,,,,,,55.47672454374493,73.15688959572711,130.25493648086757,50.90748932322899,60.04595976426087,,55.47672454374493,,
20,40000,122.72727272727272,2,131.03165167192319,0,0,,,,,,45.77667125897145,73.58350348992394,131.03165167192319,40.77009268329381,50.7832498346491,,45.77667125897145,,
21,42000,131.8181818181818,2,129.68734473949695,0,0,,,,,,34.45954789095396,73.28813149074458,129.68734473949695,30.170912982400637,38.74818279950728,,34.45954789095396,,
22,44000,140.9090909090909,2,129.73574571376957,0,0,,,,,,28.437189071751966,72.83584225568771,129.73574571376957,23.68387529088402,33.1905028526199,,28.437189071751966,,
23,46000,150.0,3,117.47557813191605,0,0,,,,,,24.043731540866954,72.91920244652674,117.47557813191605,17.013544200064377,27.884066211108866,,24.043731540866954,,
