case,case_id,eps_z,window,step,time_ps,interface_z_A,r_bin_min_A,r_bin_max_A,r_bin_center_A,r_bin_width_A,matrix_atoms_in_bin,bin_volume_A3,atom_volume_proxy_A3,sigma_xx_mean_mpa,sigma_yy_mean_mpa,sigma_zz_mean_mpa,sigma_xy_mean_mpa,sigma_xz_mean_mpa,sigma_yz_mean_mpa,abs_sigma_zz_mean_mpa,sigma_vm_mean_mpa,sigma_principal_max_mean_mpa,sigma_vm_median_mpa,sigma_vm_p90_mpa,sigma_vm_p95_mpa,sigma_vm_p99_mpa,sigma_principal_max_p95_mpa,abs_sigma_zz_p95_mpa,max_component_p95_mpa,fraction_vm_gt_120mpa,fraction_abs_sigma_zz_gt_120mpa,fraction_any_gt_120mpa,pe_atom_mean_ev,thermo_temp_K,thermo_press_bar,thermo_pxx_bar,thermo_pyy_bar,thermo_pzz_bar,stress_conversion_note,window_step_min,window_step_max,window_frame_count
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,0.0,2.0,1.0,2.0,915,23055.73536282037,25.19752498668893,-1884.7616012315416,-1387.1680125013236,-3234.220875047306,-2.04351477814325e-12,61.30810957690866,-6.457675850478688e-12,3234.220875047306,1658.7338686587823,-1387.168012501324,3880.2686325131585,7324.901055534058,10481.83774858655,18925.296107761842,10013.617350012366,8046.980808913333,9949.350189450612,1.0,1.0,1.0,-3.0467077049180324,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,2.0,4.0,3.0,2.0,690,23055.73536282037,33.414109221478796,-1547.4090615011175,-1563.5498964449516,237.3276775558304,2.3453667325044445e-12,48.56562076114258,-4.729751222539966e-11,237.3276775558304,1794.833907072009,238.64825081160188,2661.0646153409625,6885.48550425132,7330.889603265009,7985.092817090484,5921.960420565123,5812.365031570478,5812.365031570478,1.0,0.9565217391304348,1.0,-3.0808078260869562,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,4.0,6.0,5.0,2.0,1380,23055.73536282037,16.707054610739398,-928.9237373246874,-457.06591354243176,611.953578056426,2.2122245104216242e-14,-9.50460328207041,-5.93869164896572e-13,611.953578056426,1367.5338030996184,612.012203130433,2335.0515265802524,3286.577543732246,3443.8777160877794,3532.363094569164,2334.701478875617,2892.9396070167613,2992.1551802354234,1.0,1.0,1.0,-3.349930652173913,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,6.0,8.0,7.0,2.0,1380,23055.73536282037,16.707054610739398,-1647.8233030582692,-1176.788685029434,-802.7605369658406,3.469308905741758e-14,-0.6707000126717166,1.5076671449234923e-11,802.7605369658406,733.4522631338323,-802.7600046524532,771.0949827800865,816.9865818117587,824.2058894366511,870.5259551703025,-619.8428889036949,992.927861104647,1820.3448009591466,1.0,1.0,1.0,-3.351561413043478,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,8.0,10.0,9.0,2.0,1380,23055.73536282037,16.707054610739398,-1771.422418642991,-1302.1740155993614,-1095.119591835537,-1.1029589082635612e-13,0.05501912994913871,1.0872242802205206e-11,1095.119591835537,600.1879413440207,-1095.1195873595761,591.7788265396364,629.3145097353295,653.2643380966415,660.9031419234738,-1031.0391775376947,1121.0473920376503,1783.0491785698196,1.0,1.0,1.0,-3.3514095652173914,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,10.0,12.0,11.0,2.0,1380,23055.73536282037,16.707054610739398,-1773.4824700467989,-1304.292230404982,-1088.0030328788189,4.662121904493953e-13,0.002054648726424683,-8.996615628722754e-12,1088.0030328788189,606.9606893148506,-1088.0030328726607,606.8802844957673,607.7255109996303,607.8687507333782,608.2643356331469,-1086.4057534759488,1089.0070346872942,1774.3522536249163,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,12.0,14.0,13.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8403955361819,-1303.6388355007236,-1086.113633156169,1.3792343760936644e-13,-9.406043510966598e-05,-1.696029856596248e-11,1086.113633156169,607.8901889995161,-1086.1136331561563,607.9416675442528,608.0224594766732,608.0592957602734,608.2005246382421,-1085.9065426988486,1086.5350250505119,1772.957633176078,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,14.0,16.0,15.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8331739057555,-1303.6318741092316,-1086.141608841605,1.604819463511069e-12,-2.279919168606051e-06,-1.000774900105574e-11,1086.141608841605,607.8639571265855,-1086.1416088416051,607.8645976866276,607.8658370212627,607.8658371300103,607.8715280789309,-1086.1399818821717,1086.1519533392427,1772.8379232663062,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,16.0,18.0,17.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8324582486862,-1303.6349319167093,-1086.145967843754,-3.1923717999528203e-12,7.501448436943053e-08,-9.140464256941312e-12,1086.145967843754,607.8594016358619,-1086.1459678437545,607.8589067748811,607.8589067762498,607.8645976810245,607.8645976820541,-1086.1459678431427,1086.1459678437543,1772.8379232663062,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,18.0,20.0,19.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8319377708176,-1303.6349319167093,-1086.145967843754,-1.9105189058964374e-13,1.0228183846192543e-09,-3.4606871529100696e-11,1086.145967843754,607.858906774697,-1086.1459678437539,607.8589067746973,607.8589067746977,607.858906774698,607.8589067746982,-1086.1459678437527,1086.1459678437543,1772.8319377708176,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,20.0,22.0,21.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8319377708176,-1303.6349319167093,-1086.145967843754,1.3079677404540812e-13,-1.2929793620048499e-11,-1.4477071536362967e-11,1086.145967843754,607.858906774697,-1086.145967843754,607.8589067746967,607.8589067746967,607.8589067746967,607.8589067746967,-1086.1459678437539,1086.1459678437543,1772.8319377708176,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,22.0,24.0,23.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8319377708176,-1303.6349319167093,-1086.145967843754,7.049777046023303e-14,-1.653924162466396e-11,1.6572353818137208e-12,1086.145967843754,607.858906774697,-1086.145967843754,607.8589067746967,607.8589067746967,607.8589067746967,607.8589067746967,-1086.1459678437539,1086.1459678437543,1772.8319377708176,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,24.0,26.0,25.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8319377708176,-1303.6349319167093,-1086.145967843754,1.9948699985587325e-13,2.6980565334867934e-12,-3.3101148759309697e-14,1086.145967843754,607.858906774697,-1086.1459678437539,607.8589067746967,607.8589067746967,607.8589067746967,607.8589067746967,-1086.1459678437539,1086.1459678437543,1772.8319377708176,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,26.0,28.0,27.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8319377708176,-1303.6349319167093,-1086.145967843754,1.1002153140127355e-13,3.017039074458343e-14,-2.6114387958491406e-13,1086.145967843754,607.858906774697,-1086.1459678437539,607.8589067746967,607.8589067746967,607.8589067746967,607.8589067746967,-1086.145967843754,1086.1459678437543,1772.8319377708176,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,28.0,30.0,29.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8319377708176,-1303.6349319167093,-1086.145967843754,2.100857512634755e-13,-2.2415705370795076e-14,-1.883541767964138e-13,1086.145967843754,607.858906774697,-1086.145967843754,607.8589067746967,607.8589067746967,607.8589067746967,607.8589067746967,-1086.145967843754,1086.1459678437543,1772.8319377708176,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
eps0000,F0_planar_100A_comm_eps0000_cpu_zhi200,0.0,initial,0,0.0,50.0,30.0,32.0,31.0,2.0,1380,23055.73536282037,16.707054610739398,-1772.8319377708176,-1303.6349319167093,-1086.145967843754,1.007629750012798e-13,-5.0018107328281226e-14,-2.336322105836778e-13,1086.145967843754,607.858906774697,-1086.145967843754,607.8589067746967,607.8589067746967,607.8589067746967,607.8589067746967,-1086.145967843754,1086.1459678437543,1772.8319377708176,1.0,1.0,1.0,-3.351399999999999,286.81307,4615.422,1903.7136,1944.8272,9997.7253,sigma_mpa = -sum(c_stress_atom_virial)/(Lx*Ly*bin_width)*0.1; per-atom percentiles use bin_volume/count proxy,,,
