frame,step,tau_nominal_MPa,n_segments,dxa_total_len_A,n_interface_segments,n_other_segments,x_plus,z_plus,len_plus,xmin_plus,xmax_plus,x_minus,z_minus,len_minus,xmin_minus,xmax_minus,xu_plus,xu_minus,s_A,s_dev_A
21,42000,131.8181818181818,4,360.0722235408732,0,0,161.97498670200426,50.05947108675125,179.75863529722963,157.92040805782665,166.54020721883228,72.69288431817479,72.92909441799831,180.31358824364358,67.38379263728335,77.40672324517911,161.97498670200426,72.69288431817479,89.28210238382947,70.69496130279416
22,44000,140.9090909090909,4,360.7636665784054,0,0,170.89704385152848,49.70125233217148,180.64422888480897,166.11567698054728,175.67841072250968,56.662970859083174,72.57454221131756,180.1194376935964,52.293518963079975,61.58339214663637,170.89704385152848,56.662970859083174,114.2340729924453,96.89577535163045
23,46000,150.0,5,281.6967430037717,0,0,184.08309771126923,50.29235209443848,102.10590165145143,3.039167539065864,181.69401375688366,33.86808689662333,72.46980827176411,179.5908413523203,29.2753388117999,38.460834981446766,184.08309771126923,33.86808689662333,150.2150108146459,134.1255566140515
24,48000,159.0909090909091,3,141.01720338928038,0,0,,,,,,24.900018474628034,72.58433772813605,141.01720338928038,17.328872628647755,27.811369706282782,,24.900018474628034,,
25,50000,168.1818181818182,0,0.0,0,0,,,,,,,,,,,,,,
26,52000,177.27272727272725,0,0.0,0,0,,,,,,,,,,,,,,
27,54000,186.36363636363635,1,14.266524148596071,0,1,,,,,,,,,,,,,,
28,56000,195.45454545454544,1,17.372455079536643,0,1,,,,,,,,,,,,,,
29,58000,204.54545454545453,2,39.96642004962331,0,2,,,,,,,,,,,,,,
30,60000,213.63636363636363,1,27.017675821040115,0,1,,,,,,,,,,,,,,
31,62000,222.72727272727272,2,38.406510249120906,0,0,9.94834363805585,70.11263806761707,38.406510249120906,9.632028577371894,10.106498914698491,,,,,,196.09414363805587,,,
32,64000,231.8181818181818,1,23.45120832623266,0,0,9.805503250364803,69.62399136223517,23.45120832623266,9.805503250364803,9.805503250364803,,,,,,195.95130325036482,,,
33,66000,240.9090909090909,2,34.441882619695065,0,1,,,,,,11.46090751416662,72.53828071513684,18.509748894271095,11.46090751416662,11.46090751416662,,11.46090751416662,,
34,68000,250.0,2,29.005030776629226,1,0,10.470826792512222,73.18766548628555,17.538087545945054,10.470826792512222,10.470826792512222,,,,,,196.61662679251225,,,
35,70000,259.09090909090907,1,22.02874733544136,0,0,,,,,,10.204091712810376,75.21478267664618,22.02874733544136,10.204091712810376,10.204091712810376,,10.204091712810376,,
36,72000,268.1818181818182,2,42.15440735816385,0,1,,,,,,10.062294652575392,76.66155804955177,26.825944465065554,10.062294652575392,10.062294652575392,,10.062294652575392,,
37,74000,277.27272727272725,1,25.88759570171562,0,1,,,,,,,,,,,,,,
38,76000,286.3636363636364,2,33.96807733059454,0,2,,,,,,,,,,,,,,
39,78000,295.45454545454544,1,24.374543648644515,0,1,,,,,,,,,,,,,,
40,80000,304.5454545454545,4,56.033793385407165,0,1,9.424650979857615,73.61744546338163,38.32703976876824,8.61265399303315,9.830611347650157,9.206375696038377,72.19169751652693,7.053387780842618,9.206375696038377,9.206375696038377,195.57045097985764,9.206375696038377,186.36407528381926,191.5049595669726
41,82000,313.6363636363636,1,28.066285154967957,0,0,,,,,,9.687165518928996,77.66336718951518,28.066285154967957,9.687165518928994,9.687165518928994,,9.687165518928996,,
42,84000,322.7272727272727,2,38.7430050804605,0,1,,,,,,9.844297146096524,76.99283801097852,26.721653736772808,9.844297146096524,9.844297146096524,,9.844297146096524,,
43,86000,331.8181818181818,4,43.816605151191865,0,3,10.551433700303276,76.38153094440699,12.960431362023161,10.551433700303276,10.551433700303276,,,,,,196.6972337003033,,,
44,88000,340.9090909090909,1,18.435111707610755,0,1,,,,,,,,,,,,,,
45,90000,350.0,1,23.391494621848185,0,0,10.018150285514963,79.02700901987622,23.391494621848185,10.018150285514963,10.018150285514963,,,,,,196.16395028551497,,,
46,92000,359.09090909090907,4,42.099440645907166,0,2,11.704998090180371,78.62433611195598,17.24742265083887,11.704998090180371,11.704998090180371,20.69762187925405,89.23071060139486,8.031557750761333,20.69762187925405,20.69762187925405,197.85079809018038,20.69762187925405,177.15317621092632,189.78712113540234
47,94000,368.1818181818182,1,22.732654273785368,0,0,,,,,,10.550303064832656,78.89350129494586,22.732654273785368,10.550303064832656,10.550303064832656,,10.550303064832656,,
48,96000,377.27272727272725,0,0.0,0,0,,,,,,,,,,,,,,
49,98000,386.3636363636363,1,20.969759804374796,0,0,11.16857264045922,76.10651330387304,20.969759804374796,11.16857264045922,11.16857264045922,,,,,,197.31437264045923,,,
50,100000,395.45454545454544,2,30.9439129696107,0,0,8.494975948229996,74.31878869865999,11.359560870722932,8.494975948229996,8.494975948229996,11.21496292298811,75.79742038813468,19.58435209888777,11.21496292298811,11.21496292298811,194.64077594823002,11.21496292298811,183.4258130252419,201.05513171059977
