frame,step,tau_nominal_MPa,n_segments,dxa_total_len_A,n_interface_segments,n_other_segments,x_plus,z_plus,len_plus,xmin_plus,xmax_plus,x_minus,z_minus,len_minus,xmin_minus,xmax_minus,xu_plus,xu_minus,s_A,s_dev_A
0,0,0.0,4,257.98861649307776,0,0,144.31934075413253,49.3363948503456,128.98552116064974,140.65354326330097,147.98513824496413,117.93790432386886,72.36619825593789,129.00309533242802,113.460428176154,122.41538047158372,144.31934075413253,117.93790432386886,26.381436430263662,-13.646004387726265
1,2000,0.0,4,260.1305894706776,0,0,135.2889675051731,49.02121604645423,129.93842487108347,131.55551881485172,139.02241619549457,91.84222694456335,71.28656130663794,130.19216459959415,88.10026128644931,95.58419260267742,135.2889675051731,91.84222694456335,43.446740560609754,-1.592325127798894
2,4000,0.0,4,260.46676435934404,0,0,136.2027257196352,48.67639491405228,130.004631458007,131.84909098003217,140.55636045923825,85.76881502307432,71.15689739811583,130.46213290133704,80.55469016027158,90.98293988587707,136.2027257196352,85.76881502307432,50.43391069656087,0.3832201377335096
3,6000,0.014575338308623289,4,260.03582883357745,0,0,144.74457299260038,49.255137210670554,130.59031838146143,140.59780965695543,148.89133632824533,86.90069088536849,71.53711052055425,129.445510452116,82.0886650651235,91.71271670561352,144.74457299260038,86.90069088536849,57.84388210723189,2.7815666779858077
4,8000,0.3875091767428495,3,151.95355606949278,0,0,2.740071824198206,50.25673490402014,22.413571693541286,2.740071824198206,2.740071824198206,89.3919705577495,71.65470666442083,129.5399843759515,84.94057713741527,93.84336397808373,157.3843218241982,89.3919705577495,67.9923512664487,7.918410966783895
5,10000,1.7394546306435006,2,129.5765050049631,0,0,,,,,,83.31604559875032,71.46381915872462,129.5765050049631,78.5032675546344,88.12882364286628,,83.31604559875032,,
6,12000,4.5565945099676535,3,136.44947963937696,0,0,9.358865110702355,66.87223533534784,6.063746891287698,9.358865110702355,9.358865110702355,79.17305538821287,71.08969571854327,130.38573274808925,74.80343676927768,83.5426740071481,164.00311511070234,79.17305538821287,84.83005972248947,14.732869681987225
7,14000,9.1020490554222,3,176.44253798667572,0,0,8.561299384732736,67.47726008124155,46.42242463178437,8.561299384732736,8.561299384732736,83.33298779038685,71.31053586385809,130.02011335489135,78.47800920695529,88.18796637381844,163.2055493847327,83.33298779038685,79.87256159434585,4.763746683424898
8,16000,15.375818267007133,3,195.90441767108277,0,0,8.806961429083945,66.9484993437182,65.71780161527616,8.806961429083945,8.806961429083945,77.36721925788162,71.6559596893054,130.1866160558066,72.41587020394722,82.31856831181602,163.4512114290839,77.36721925788162,86.0839921712023,5.963552389862613
9,18000,23.114781904015576,3,175.15054825736686,0,0,8.468967134490768,67.99210397254393,44.291466565179434,8.468967134490768,8.468967134490768,82.38719966170086,71.27643192765709,130.85908169218743,78.18022161459412,86.59417770880762,163.11321713449072,82.38719966170086,80.72601747278986,-4.406047178968535
