case_id,position,predefect,eps_z,atom_target,actual_atom_count,matrix_atoms,inclusion_atoms,safe_basic,min_pair_distance_A,pairs_below_1p8_A,cross_source_pairs_below_2p1_A,boundary_plane,boundary_location,inclusion_distance_to_boundary,vacancy_count_actual,no_inclusion_atoms_deleted,geometry_metadata
C1_1M_nearGB_vacancies_medium_eps0100,near_grain_boundary,vacancies_medium,0.01,950000,938344,900256,38088,True,1.8112150514616776,0,0,x,109.35,47.69999999999999,1900,True,C:\Users\dille\Documents\ilua-system\projects\physics_md_al_fe\runs\stageC_1M_nearGB_vacancies_eps0100_100k\20260616-173123\structures\C1_1M_scaleup_100k\C1_1M_nearGB_vacancies_medium_eps0100\geometry_metadata.json
