bin_index,z_lo_A,z_hi_A,z_center_A,frames_present,atom_count_mean,atom_count_std,Al_type_1_mean,Al_type_1_std,Fe_type_2_mean,Fe_type_2_std,Al_slab_atoms_mean,Al_slab_atoms_std,Fe4Al13_slab_atoms_mean,Fe4Al13_slab_atoms_std,sigma_xx_GPa_mean,sigma_xx_GPa_std,sigma_yy_GPa_mean,sigma_yy_GPa_std,sigma_zz_GPa_mean,sigma_zz_GPa_std,sigma_xy_GPa_mean,sigma_xy_GPa_std,sigma_xz_GPa_mean,sigma_xz_GPa_std,sigma_yz_GPa_mean,sigma_yz_GPa_std,hydrostatic_GPa_mean,hydrostatic_GPa_std,mean_pe_atom_eV_mean,mean_pe_atom_eV_std,single_frame_hydrostatic_GPa,single_frame_sigma_zz_GPa,delta_hydrostatic_vs_single_GPa,delta_sigma_zz_vs_single_GPa
0,5.0,10.0,7.5,21,28.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,-4.956976864899308,0.44725445738356945,-5.218624993928263,0.4120747982444271,-0.22383357465150372,0.6304673368018279,-0.6264045893925962,0.07804436276533704,-0.09643981531128894,0.3142944129980756,0.10979863032792106,0.27453918999931054,-3.466478477826358,0.4853675478673842,-3.130963945578231,0.004025511756787331,-3.589880373654241,-0.4808838424391634,0.12340189582788286,0.25705026778765966
1,10.0,15.0,12.5,21,28.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,-1.148004136774094,0.3882696035748117,-1.437504729705972,0.36962512884796717,-0.32541810252044,0.7284923531163695,-0.6443134305193,0.05539307415734117,0.093203262824161,0.3649173426060457,-0.025379233741993572,0.39151231333197273,-0.9703089896668353,0.48708939070086305,-3.3079643027210883,0.00581291248972634,-0.9099441761490502,-0.1495310299475578,-0.06036481351778511,-0.17588707257288222
2,15.0,20.0,17.5,21,33.61904761904762,5.333630944077313,33.61904761904762,5.333630944077313,0.0,0.0,33.61904761904762,5.333630944077313,0.0,0.0,-1.2573134976371931,0.36401349937881783,-1.5618001172663403,0.407155937991943,-0.40257000179703245,0.5359405006686121,-0.7501757811073689,0.14539362068237957,0.08419248406280559,0.39552402805533426,0.11205381185553673,0.45118615242833887,-1.0738945389001888,0.4042901736103628,-3.3104469289779312,0.004606888037919941,-1.0407648123241084,-0.07740940653600037,-0.033129726576080376,-0.3251605952610321
3,20.0,25.0,22.5,21,34.80952380952381,4.388838657538548,34.80952380952381,4.388838657538548,0.0,0.0,34.80952380952381,4.388838657538548,0.0,0.0,-1.0609363794787008,0.5230608029192986,-1.380291880293653,0.4728964482915446,0.21869756988766303,1.0097310325542903,-0.7451163944398412,0.1190648108125507,-0.13353107692918442,0.4498831260985934,-0.0945976861748535,0.40117804328127354,-0.740843563294897,0.6470928384074282,-3.3084671031091735,0.0034852799763704922,-1.17774886889057,-0.6031849050606372,0.436905305595673,0.8218824749483002
4,25.0,30.0,27.5,21,29.571428571428573,3.0589447293376937,29.571428571428573,3.0589447293376937,0.0,0.0,29.571428571428573,3.0589447293376937,0.0,0.0,-1.0236945966157913,0.4484062044331641,-1.3412714922614843,0.3735521566593795,-0.178129502449175,0.9804482271655042,-0.6688930781047986,0.07179650731694598,-0.06656773241169223,0.41637943129389227,-0.06746723518149915,0.35312651916921145,-0.8476985304421502,0.5878933103772166,-3.3082046793163147,0.005079856449446947,-0.6343084290937447,-0.0021701321402393873,-0.21339010134840541,-0.1759593703089356
5,30.0,35.0,32.5,21,28.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,-0.8914513694976138,0.49296168319023065,-1.171241815963138,0.44968985606520456,0.0410012319077596,1.0007254416371547,-0.6289095537600493,0.10018199779378278,0.05288389135222987,0.4314632441443263,0.03249969225670302,0.3231714387233568,-0.6738973178509975,0.638782584384635,-3.305279200680272,0.007263501875909182,-0.9656775119804356,-0.5127189782919068,0.2917801941294381,0.5537202101996664
6,35.0,40.0,37.5,21,27.80952380952381,0.40237390808147827,27.80952380952381,0.40237390808147827,0.0,0.0,27.80952380952381,0.40237390808147827,0.0,0.0,-1.2916217690624827,0.822765623205613,-1.6793860188513896,0.7859940840651682,-0.8769692666961423,0.9219330138985969,-0.6965581771986677,0.2355751815149845,0.04569321534108217,0.41556065745949294,-0.07815878220329234,0.4681610474165022,-1.2826590182033382,0.7271984299012433,-3.2775288762912576,0.007919081496574082,-1.9778681353349619,-1.6617834780366467,0.6952091171316237,0.7848142113405044
7,40.0,45.0,42.5,21,29.61904761904762,1.4654757069358222,23.38095238095238,1.2440333788202982,6.238095238095238,0.5389584311207967,0.19047619047619047,0.40237390808147827,29.428571428571427,1.4342743312012725,-2.271121521174019,0.7783603863203655,-0.3552388230054327,0.5611853103553603,-0.012121653540494225,1.1172033465212123,1.5482099777835914,0.735867830904808,0.3732711785201016,0.6513373913350694,-0.0834942644981816,0.6267419657864158,-0.879493999239982,0.5194907664367222,-3.536955597995001,0.014300908019738578,-1.2475085858990083,-1.638331281485932,0.3680145866590263,1.6262096279454379
8,45.0,50.0,47.5,21,33.61904761904762,1.3592715135759477,23.857142857142858,1.1084094137869043,9.761904761904763,0.5389584311207967,0.0,0.0,33.61904761904762,1.3592715135759477,-1.1829811752668098,0.45667880180598275,0.6344446350592482,1.1266122089111676,0.01430966377999279,1.7257930372013697,0.9243551655661765,0.705586882823162,-0.2918440236955871,0.7148406186305473,0.07604788554810045,0.6633496378017064,-0.1780756254758563,0.8528741856490831,-3.4819816260870917,0.015647783263012995,-0.25073244622641233,-1.3583472139160984,0.07265682075055604,1.3726568776960912
9,50.0,55.0,52.5,21,34.476190476190474,0.6796357567879738,26.714285714285715,0.4629100498862757,7.761904761904762,0.4364357804719848,0.0,0.0,34.476190476190474,0.6796357567879738,-1.2861590849709639,0.6706947975254177,0.8459796454582947,0.7613246403732408,-1.0352382401849778,1.2481265946193671,1.5013714270435936,0.43437721027135684,-0.06870418333128167,0.5066576119041822,-0.11413853769714098,0.5575150695485472,-0.491805893232549,0.750345881362353,-3.5455454483126583,0.006303932999509198,-1.7908002323715504,-2.5391540393480017,1.2989943391390013,1.5039157991630239
10,55.0,60.0,57.5,21,30.428571428571427,0.6761234037828132,24.19047619047619,0.40237390808147827,6.238095238095238,0.4364357804719848,0.0,0.0,30.428571428571427,0.6761234037828132,-1.2765157724405485,0.5725052495251545,-0.05464322607303667,0.9262932197469338,-0.1532368254432003,1.0610743054133633,1.2349648929056631,0.5064854234401209,0.07699171272477846,0.7346012185891765,0.23434848491058252,0.6508272224056226,-0.49479860798559516,0.6879860663702291,-3.5316868725998463,0.008338788521697055,-0.35197157573051857,-0.36215091426600965,-0.1428270322550766,0.20891408882280935
