bin_index,z_lo_A,z_hi_A,z_center_A,frames_present,atom_count_mean,atom_count_std,Al_type_1_mean,Al_type_1_std,Fe_type_2_mean,Fe_type_2_std,Al_slab_atoms_mean,Al_slab_atoms_std,Fe4Al13_slab_atoms_mean,Fe4Al13_slab_atoms_std,sigma_xx_GPa_mean,sigma_xx_GPa_std,sigma_yy_GPa_mean,sigma_yy_GPa_std,sigma_zz_GPa_mean,sigma_zz_GPa_std,sigma_xy_GPa_mean,sigma_xy_GPa_std,sigma_xz_GPa_mean,sigma_xz_GPa_std,sigma_yz_GPa_mean,sigma_yz_GPa_std,hydrostatic_GPa_mean,hydrostatic_GPa_std,mean_pe_atom_eV_mean,mean_pe_atom_eV_std,single_frame_hydrostatic_GPa,single_frame_sigma_zz_GPa,delta_hydrostatic_vs_single_GPa,delta_sigma_zz_vs_single_GPa
10,55.0,60.0,57.5,151,30.4635761589404,0.6710671544844187,24.271523178807946,0.4751669858682957,6.19205298013245,0.39522536673109215,0.0,0.0,30.4635761589404,0.6710671544844187,-1.1753039463841788,0.6922794084191718,0.37976604782424,0.7461475651485289,0.2869573428058217,0.9882494928982634,1.2353894971058834,0.428152101187635,-0.012189881440741766,0.6869935113156727,-0.05051161486575786,0.7155237912092008,-0.169526851918039,0.5313023374769297,-3.5287804505099594,0.00761090081209449,-0.35197157573051857,-0.36215091426600965,0.18244472381247956,0.6491082570718314
11,60.0,65.0,62.5,151,30.649006622516556,0.7321081477185252,24.3841059602649,0.5145992246699417,6.264900662251655,0.4427487888930078,0.0,0.0,30.649006622516556,0.7321081477185252,-1.473582861668695,0.6567063149029309,0.6173085515377151,0.765196626255476,0.27000953542889505,1.0510670116490306,1.048904322648262,0.375310995039317,0.026613829084583665,0.691379425026461,0.0794316736327079,0.6641669608738815,-0.19542159156736155,0.6119712892468296,-3.529623894214523,0.007178803040042473,0.2917099152503045,1.090805511371794,-0.48713150681766604,-0.820795975942899
12,65.0,70.0,67.5,151,34.33774834437086,0.7292682836793151,26.602649006622517,0.5174227182059881,7.735099337748345,0.4427487888930078,0.0,0.0,34.33774834437086,0.7292682836793151,-1.3798030003471715,0.6472118473696254,1.3336757291400263,0.7061882551979918,-0.7070990353562461,0.9985896915025201,1.5574775711513777,0.3981484538437069,-0.11645094138136616,0.7103874878179861,0.04410145224362711,0.6299815846994198,-0.2510754355211304,0.6148543516740061,-3.5454229032008198,0.007859333608560184,-0.5065303222123135,-0.8044133253348813,0.25545488669118316,0.09731428997863523
13,70.0,75.0,72.5,151,33.27814569536424,1.144021796979708,23.721854304635762,0.8575852952513509,9.556291390728477,0.6070229165295599,0.0,0.0,33.27814569536424,1.144021796979708,-1.4630787880924263,0.6589252601766062,0.1936476364813153,0.8818477664223603,-0.07476712898999427,1.0562467311441852,0.41585617352552023,0.5576656077541209,-0.11907977721304323,0.7354753639384486,0.11180358119794828,0.6628115145751273,-0.4480660935337018,0.6414291680032054,-3.4856954616891223,0.011675335011095302,-1.2718836314017645,-0.5883584409749342,0.8238175378680628,0.5135913119849399
14,75.0,80.0,77.5,151,30.596026490066226,1.1086256232953176,24.1523178807947,0.8465486351128794,6.443708609271523,0.6070229165295599,0.0,0.0,30.596026490066226,1.1086256232953176,-1.3155446547062917,0.684605677898193,0.7293353862427311,0.8264769095050906,-0.3653732953243452,1.055898534083827,1.5714709834651113,0.5013956098165414,0.15110867116249857,0.7314196716866075,-0.11489239581897415,0.6308629642961452,-0.3171941879293019,0.626325898541532,-3.5466072940864803,0.014403688610478001,-0.7894013936242779,-1.1427350210855125,0.472207205694976,0.7773617257611674
15,80.0,85.0,82.5,151,33.23841059602649,1.037359527978114,25.29139072847682,0.9972589364420185,7.947019867549669,0.22473924060856768,0.0,0.0,33.23841059602649,1.037359527978114,-1.3266426856224154,0.590593161287843,1.4097099544207639,0.6861502819976529,-0.43238042009634214,1.127300853005334,1.834369970156704,0.37024944650296115,0.3543922182875119,0.7445270365898303,-0.15729011625883785,0.6835683789761258,-0.11643771709933122,0.6444667554660456,-3.5242944067423543,0.008938026277248939,-0.40314410616126345,-0.5604814826804151,0.28670638906193224,0.12810106258407294
16,85.0,90.0,87.5,151,29.13907284768212,1.0710725783023156,21.08609271523179,1.0388480630069274,8.052980132450331,0.22473924060856768,0.0,0.0,29.13907284768212,1.0710725783023156,-1.4942726080187052,0.6678262306937874,-0.8247521114498342,0.6724462701596918,-0.194407222764903,0.8992246519284347,-0.3168990538671621,0.41215094454490864,-0.07011644371011634,0.6810026283709854,0.15840788447805026,0.6060423396999058,-0.8378106474111474,0.5329089016882599,-3.50150342952226,0.010265625214371764,-0.8829407152760925,-0.5363883113963162,0.04513006786494511,0.3419810886314132
17,90.0,95.0,92.5,151,34.05960264900662,0.9254317052379406,26.05960264900662,0.9254317052379406,8.0,0.0,0.0,0.0,34.05960264900662,0.9254317052379406,-1.3682118268847154,0.5880810725400312,1.341811255083915,0.6579609303948075,-0.596980169723898,1.0181737125660766,1.5449594987143251,0.330356668478335,-0.07705908919999835,0.7217864276489572,-0.1540838678025419,0.7272882568373552,-0.20779358050823285,0.5879703771815703,-3.5404606218915324,0.007415891057788265,-0.5147681403187755,-1.0367536861546363,0.30697455981054267,0.43977351643073825
18,95.0,100.0,97.5,151,30.86092715231788,0.5420914449221982,24.86092715231788,0.5420914449221982,6.0,0.0,0.0,0.0,30.86092715231788,0.5420914449221982,-1.0479523850804804,0.6512143998418637,0.19256296033258652,0.6208938353738476,-0.08584594520518045,1.038045355581474,0.9853693473903826,0.4139917310863359,-0.06041876463502507,0.6075040877913983,0.3435556092956362,0.6871758648485802,-0.31374512331769144,0.5407572035453246,-3.5320710283996872,0.007982689834900912,-0.37044303315196164,-0.39175666990778524,0.0566979098342702,0.3059107247026048
19,100.0,105.0,102.5,151,23.841059602649008,0.40154228057641417,17.841059602649008,0.40154228057641417,6.0,0.0,0.0,0.0,23.841059602649008,0.40154228057641417,-1.3109558037141638,0.5906833248972734,-0.03847663465370015,0.8501566271796822,-0.07078899798377104,0.8085341433435651,1.4813171199910475,0.7122808677630885,0.037611739106474085,0.6679120756357392,-0.17129294006585344,0.6875712368750575,-0.473407145450545,0.5177167467024288,-3.2773126263077073,0.011085968415170247,-0.9163914154798455,0.6740671390229248,0.44298427002930046,-0.7448561370066958
