pair_index,neighbor_atom_id,type,species,phase,x_A,y_A,z_A,distance_to_pair_center_A,distance_to_atom_i_A,distance_to_atom_j_A
1,232,1,Al,Fe4Al13_slab,11.661130339653932,5.150682730248405,103.39086316430881,1.0120920823372297,0.0,2.0241841646744603
1,260,2,Fe,Fe4Al13_slab,10.859349546655185,3.6465192853203687,102.2990933060331,1.0120920823372304,2.0241841646744603,0.0
1,302,1,Al,Fe4Al13_slab,9.735276120590408,5.989593345184929,101.80493859376871,2.4368942803258453,2.6320794510008154,2.6453215299559147
1,241,1,Al,Fe4Al13_slab,13.106202222769232,2.831408862366155,103.43992036963022,2.493516412975006,2.7330698181725683,2.648440737265055
1,261,1,Al,Fe4Al13_slab,12.405434292989607,5.337393918088469,100.74222286359769,2.571844159355608,2.7575614018851633,2.7700687069305094
1,242,1,Al,Fe4Al13_slab,10.409491897663289,1.6536504313048321,101.65459335346468,3.110553338365624,4.5443829747832645,2.142260106178149
1,259,1,Al,Fe4Al13_slab,12.659895319922478,2.6091199259037037,100.70159150408094,3.123361073449075,3.8326563942967957,2.621101775931112
1,236,2,Fe,Fe4Al13_slab,8.199700030950359,0.6931608341107657,102.23118585592086,3.170850239300479,2.5561475982103086,3.9750060515049346
1,286,1,Al,Fe4Al13_slab,14.309136423472562,5.69347224915172,102.73089136982247,3.314434656507913,2.7824664330930013,4.034537829726175
1,245,1,Al,Fe4Al13_slab,10.081758517917237,3.8375952505117983,99.73367996975125,3.373977300712921,4.194472910782851,2.6874715660673227
1,234,1,Al,Fe4Al13_slab,8.234529345067347,3.198409123505298,101.9051344944557,3.3880217589957,4.2143037731173365,2.6917814459953893
