pair_index,timestep,atom_i,atom_j,classification,distance_A,below_2p1_A,below_1p8_A
1,9100,232,260,internal Fe4Al13 pair,1.96406471443789,True,False
1,9200,232,260,internal Fe4Al13 pair,2.047644509894234,True,False
1,9300,232,260,internal Fe4Al13 pair,1.9977258485838338,True,False
1,9400,232,260,internal Fe4Al13 pair,2.0628650609286137,True,False
1,9500,232,260,internal Fe4Al13 pair,2.035039793836963,True,False
1,9600,232,260,internal Fe4Al13 pair,2.0792929303010643,True,False
1,9700,232,260,internal Fe4Al13 pair,2.1342323255212827,False,False
1,9800,232,260,internal Fe4Al13 pair,2.015144678701751,True,False
1,9900,232,260,internal Fe4Al13 pair,2.1697029479862024,False,False
1,10000,232,260,internal Fe4Al13 pair,2.0300537001764276,True,False
