bin_index,z_lo_A,z_hi_A,z_center_A,frames_present,atom_count_mean,atom_count_std,Al_type_1_mean,Al_type_1_std,Fe_type_2_mean,Fe_type_2_std,Al_slab_atoms_mean,Al_slab_atoms_std,Fe4Al13_slab_atoms_mean,Fe4Al13_slab_atoms_std,sigma_xx_GPa_mean,sigma_xx_GPa_std,sigma_yy_GPa_mean,sigma_yy_GPa_std,sigma_zz_GPa_mean,sigma_zz_GPa_std,sigma_xy_GPa_mean,sigma_xy_GPa_std,sigma_xz_GPa_mean,sigma_xz_GPa_std,sigma_yz_GPa_mean,sigma_yz_GPa_std,hydrostatic_GPa_mean,hydrostatic_GPa_std,mean_pe_atom_eV_mean,mean_pe_atom_eV_std,single_frame_hydrostatic_GPa,single_frame_sigma_zz_GPa,delta_hydrostatic_vs_single_GPa,delta_sigma_zz_vs_single_GPa
10,55.0,60.0,57.5,151,30.450331125827816,0.7274498078617228,24.304635761589402,0.5163122760945319,6.145695364238411,0.3539745940671917,0.0,0.0,30.450331125827816,0.7274498078617228,-1.3161331463548887,0.6970706392205789,0.619916476349037,0.701772465741425,0.26894938948514674,1.0624071291970043,1.120043910426781,0.37604135432515845,-0.14253892322959538,0.6709086869524418,-0.03900975271647722,0.6908265783633551,-0.142422426840235,0.5726366747956773,-3.529624753976828,0.0075146606120463635,-0.35197157573051857,-0.36215091426600965,0.20954914889028356,0.6311003037511564
11,60.0,65.0,62.5,151,30.62251655629139,0.7460270044648039,24.370860927152318,0.5491313630299536,6.251655629139073,0.43540851387109425,0.0,0.0,30.62251655629139,0.7460270044648039,-1.4452926015361007,0.6815919011462911,0.35310098625132186,0.7755239478617999,0.21491229462516256,0.9352740247064508,1.1170356820658531,0.40693181118330135,-0.04806024008363783,0.6544168106144415,0.07312606668475398,0.679961593665726,-0.29242644021987213,0.5203623343673288,-3.5307121675134976,0.007715178858044791,0.2917099152503045,1.090805511371794,-0.5841363554701766,-0.8758932167466315
12,65.0,70.0,67.5,151,34.35099337748344,0.7411583321323341,26.602649006622517,0.5547308079741681,7.748344370860927,0.43540851387109425,0.0,0.0,34.35099337748344,0.7411583321323341,-1.3803442612338148,0.6547405451505309,1.2499011307100154,0.6577531668994607,-0.7264978473963172,0.9312319778045052,1.547989894032789,0.4058870392112918,-0.12746392432071016,0.692052499227476,0.022705551331301952,0.6443780399727848,-0.2856469926400389,0.5378794703153807,-3.5448622035788278,0.007437905199916373,-0.5065303222123135,-0.8044133253348813,0.22088332957227463,0.07791547793856413
13,70.0,75.0,72.5,151,33.13907284768212,1.2167702335792503,23.576158940397352,0.8976791267315601,9.562913907284768,0.5724352532866036,0.0,0.0,33.13907284768212,1.2167702335792503,-1.4026439922870388,0.6490016266815928,0.19128747470420346,0.8511015217789489,-0.16894707204305862,1.0406791838029614,0.4900203678683573,0.5180226196570563,-0.1323243467944133,0.7809666785506512,0.05124482075167452,0.6829344088675979,-0.4601011965419647,0.6125715524186205,-3.483724578021639,0.011006706066156951,-1.2718836314017645,-0.5883584409749342,0.8117824348597998,0.4194113689318756
14,75.0,80.0,77.5,151,30.662251655629138,1.1482590719202879,24.225165562913908,0.9809667709660274,6.437086092715232,0.5724352532866036,0.0,0.0,30.662251655629138,1.1482590719202879,-1.1803405550639088,0.6118686016502062,0.5433090023103205,0.8932678348063522,-0.2922540950041606,0.9800177899962996,1.5432759297245724,0.4843313877759301,0.15886730171599742,0.6607186599769064,-0.07735584582824447,0.6227607847979333,-0.30976188258591625,0.6537634363369572,-3.5487548009720555,0.013648624210946633,-0.7894013936242779,-1.1427350210855125,0.4796395110383616,0.850480926081352
15,80.0,85.0,82.5,151,33.258278145695364,1.048577297477812,25.311258278145694,0.9878288007111095,7.947019867549669,0.22473924060856768,0.0,0.0,33.258278145695364,1.048577297477812,-1.3026167020933939,0.5596707015947994,1.2745795666826476,0.6651000819395186,-0.441081481274579,1.0825716576629425,1.8557798502087268,0.4147132330543543,0.3879747875118537,0.6735958687719988,-0.11853564144942885,0.7604921518365477,-0.15637287222844173,0.5811207499549647,-3.523487848485688,0.008769159395703717,-0.40314410616126345,-0.5604814826804151,0.24677123393282172,0.11940000140583606
16,85.0,90.0,87.5,151,29.13907284768212,1.101754570972064,21.08609271523179,1.070454092747518,8.052980132450331,0.22473924060856768,0.0,0.0,29.13907284768212,1.101754570972064,-1.4789812168281504,0.6061222412421843,-0.8423434796367519,0.6158261891766065,-0.27254603872213023,0.8708959533381693,-0.36431755666241383,0.3604418292398981,-0.05308691596970977,0.6557569132993097,0.10277265624742961,0.672280587522549,-0.8646235783956776,0.47272450210355665,-3.5022097559619323,0.01140057151503906,-0.8829407152760925,-0.5363883113963162,0.01831713688041492,0.2638422726741859
17,90.0,95.0,92.5,151,34.11920529801324,0.9655889554593493,26.119205298013245,0.9655889554593493,8.0,0.0,0.0,0.0,34.11920529801324,0.9655889554593493,-1.3347845844981787,0.6842833464471438,1.4171732488042612,0.6387460237315332,-0.6062741674691057,1.0162630393254144,1.5553961826749045,0.3851820695160901,-0.024867491792433468,0.6064935007507437,-0.14954781589460114,0.7087270294104105,-0.17462850105434116,0.6061379823841442,-3.5392531359916783,0.007809146500204659,-0.5147681403187755,-1.0367536861546363,0.34013963926443436,0.4304795186855306
18,95.0,100.0,97.5,151,30.8476821192053,0.5627118193280456,24.8476821192053,0.5627118193280456,6.0,0.0,0.0,0.0,30.8476821192053,0.5627118193280456,-1.072652491590551,0.7290106268324296,0.34208685799078997,0.6140877058920524,-0.06404736038092608,1.0009357825311649,0.9914007644112817,0.4494894045463806,-0.061071699153677,0.5429727850298717,0.30644151450408225,0.6914764609343358,-0.26487099799356245,0.5647114259983994,-3.5323711677104126,0.007883673911825763,-0.37044303315196164,-0.39175666990778524,0.10557203515839919,0.32770930952685917
19,100.0,105.0,102.5,151,23.86092715231788,0.3836619188702079,17.86092715231788,0.3836619188702079,6.0,0.0,0.0,0.0,23.86092715231788,0.3836619188702079,-1.2312410341801832,0.6293704647540586,-0.14556725469234427,0.7997737321093009,0.02336744007278375,0.9078064212350214,1.4745081610335593,0.5956697565859557,0.0029466280982060394,0.5952284030430421,-0.18160268144740913,0.635737335512951,-0.4511469495999145,0.49190509545534544,-3.274709660864766,0.011246191063947763,-0.9163914154798455,0.6740671390229248,0.46524446587993096,-0.650699698950141
