id,type,phase,x_A,y_A,z_A,pe_atom_eV,sxx_bar_A3,syy_bar_A3,szz_bar_A3,sxy_bar_A3,sxz_bar_A3,syz_bar_A3,hydrostatic_raw_bar_A3,displacement_A,dx_A,dy_A,dz_A,neighbor_count,strain_trace,von_mises_strain_proxy,d2min_A2
18,1,Al_slab,6.6488266172791874,0.7876262501116896,15.196330697715528,-3.33318,-85565.9,10242.9,227554.0,126205.0,-237669.0,-129589.0,-50743.666666666664,0.5643251389411714,-0.15908597146286318,-0.0715559198557365,-0.5366882395378987,12,0.005838589235430791,0.04273376496629988,0.018154878061614716
19,1,Al_slab,5.208890903285178,0.14397015769734534,19.927788506823703,-3.25329,56390.9,-44042.1,-678092.0,268845.0,481833.0,-113652.0,221914.4,0.552210129165367,0.013197986245216934,-0.3535058933336129,-0.4240229042048398,12,-0.0017354225650509925,0.0307153845823133,0.08550193314593368
20,1,Al_slab,7.327651837912709,6.5958267593075846,24.515084926943167,-3.31146,519252.0,181984.0,833854.0,146772.0,95179.4,374297.0,-511696.6666666667,0.5656343428452725,-0.2682850867084871,-0.19672693136849384,-0.45745364413255984,12,0.030115584510137294,0.04915668347876628,0.03037236029241833
21,1,Al_slab,5.937852187386017,6.358563496285135,29.144464535119905,-3.30483,-396256.0,-380997.0,398797.0,115291.0,73117.9,318422.0,126152.0,0.4633856357507479,-0.05741441089472765,-0.05213784874608863,-0.4568495130454515,12,-0.0035943184844230425,0.03672613778344028,0.03729668931770802
22,1,Al_slab,4.144291966102253,5.799266113704059,33.98022389454,-3.29044,218295.0,258546.0,585269.0,73045.3,294012.0,-277163.0,-354036.6666666667,0.4563308043961012,-0.26705327384788813,-0.22514527660496156,-0.2936493766218362,12,0.012582972073086895,0.02318788788560435,0.028656695382218305
23,1,Al_slab,12.912614621992265,0.34848385664257275,5.849511990317032,-3.02846,975896.0,1056000.0,25556.1,-433062.0,-146617.0,-59086.7,-685817.3666666667,0.5397521696839396,0.12402350014482975,-0.217163712980721,-0.4783204970046473,9,-0.02369702534381135,0.04992231522750052,0.029890188830876057
24,1,Al_slab,12.379805465078949,3.2576981864184464,5.902478757365802,-2.99913,1339640.0,2075310.0,-53896.8,174987.0,-118388.0,-164140.0,-1120351.0666666667,0.46125718128462767,0.06374180477300226,-0.1666363413397236,-0.42535573271772353,9,-0.010257388185160976,0.035078496541784986,0.029534381099750626
25,1,Al_slab,11.692906662925978,1.5704773557571707,8.346355823436785,-3.27764,-299936.0,194985.0,210551.0,101213.0,138193.0,126705.0,-35200.0,0.5152262707568636,-0.03440618031561549,-0.2729459445268374,-0.43563153719682285,12,0.006971399916760435,0.0284110374190758,0.04695692471262994
26,1,Al_slab,15.062578879224837,6.662104701298539,10.501076037488826,-3.29699,295890.0,391446.0,-92104.6,130710.0,213757.0,290203.0,-198410.46666666667,0.6685100437327585,-0.08442302251242007,-0.2584831062767981,-0.6107085357279196,12,0.011435593633214225,0.024020887885405073,0.07352924615009988
27,1,Al_slab,10.730949512101786,3.0919965235412845,10.604473912727908,-3.30373,-159156.0,-189181.0,-605944.0,132482.0,-268327.0,-257061.0,318093.6666666667,0.5110056987684585,0.058992939455203335,-0.017012631029435177,-0.5073038809764139,12,-0.013475434464517155,0.021799549734172224,0.030268506281444646
28,1,Al_slab,10.045509890472896,1.4055651845581327,13.00529610069403,-3.30185,338118.0,832431.0,-177062.0,44008.8,-496344.0,226506.0,-331162.3333333333,0.4338228022550865,-0.04757712345044318,-0.10445878635293093,-0.41836228682125487,12,0.01990080816299855,0.02929661860320462,0.027470447478137563
29,1,Al_slab,13.466922991579914,6.641558801903311,15.193962144280958,-3.33216,416366.0,-114466.0,-267282.0,-185664.0,156203.0,444880.0,-11539.333333333334,0.5456236689954327,-0.053586765606112856,0.06501523424484645,-0.5390794617085692,12,-0.006065805506844102,0.03790025486585486,0.02501975922497139
30,1,Al_slab,8.269530659556898,1.0416631353620636,17.56167907973429,-3.32663,508582.0,-392426.0,123091.0,281817.0,41728.7,30895.7,-79749.0,0.534752643229076,-0.20443972327455914,-0.11512239906196343,-0.4805326442835316,12,0.009403795703180395,0.04363437098592746,0.017251153987859678
31,1,Al_slab,11.818531489208002,6.148627811075792,19.894813699242906,-3.3277,-175925.0,273218.0,571202.0,285010.0,-26010.4,184714.0,-222831.66666666666,0.4703319831679807,-0.08985409328072436,-0.06629336336583336,-0.45688467503853764,12,0.004548338009747299,0.035477195074481487,0.021802018614152343
32,1,Al_slab,6.785823584802775,0.696137016822123,22.376313782286655,-3.31777,635535.0,-140242.0,199224.0,307781.0,66562.6,52694.6,-231505.66666666666,0.3105673508965813,-0.08177151760365485,-0.09160820939745828,-0.285260292229232,12,0.006609774115887368,0.03172098309033815,0.03845905635393432
33,1,Al_slab,5.16762524726557,0.30292296203196306,26.925566026591053,-3.31099,375987.0,472856.0,445639.0,117960.0,286450.0,-171187.0,-431494.0,0.38547499344294234,-0.09881585064636676,-0.1066011165949336,-0.3570190473512369,12,0.026470778852910715,0.029045591202564863,0.019679210358632362
34,1,Al_slab,7.481175760745535,6.65797834460605,31.713888882739127,-3.31833,-107809.0,-69895.2,130245.0,259880.0,194859.0,-303179.0,15819.733333333337,0.2707226921473673,-0.18065069413485815,-0.0420220988229211,-0.19720610021657237,12,-0.004001641575352544,0.041723485314071815,0.03151578128616927
35,1,Al_slab,5.8662719139371005,6.227902448977795,36.32728606714559,-3.29521,-387359.0,387051.0,51159.9,489210.0,-121923.0,-299525.0,-16950.633333333335,0.3861946732008983,-0.19085654854234502,-0.08604862283674919,-0.32452386352185414,12,-0.025926436428703292,0.03754968989469537,0.04045380435617648
